date,year,month,day,weekday,weekend,holiday,school_holiday,season,lockdown_level,is_workday,RAIN,SNOW,SUN,TEMP,WIND,cyclists,Tramvaje,Autobusy,Metro
2022-03-25,2022,3,25,Friday,0,0,0,spring,0,1,0.0,0.0,3.8,5.2,1.7,16599.0,1020174.0,791112.0,405967.0
2022-03-26,2022,3,26,Saturday,1,0,0,spring,0,0,0.0,0.0,5.2,6.1,3.7,24588.0,627760.0,442946.0,403229.0
2022-03-27,2022,3,27,Sunday,1,0,0,spring,0,0,0.0,0.0,8.7,9.2,3.7,22823.0,550109.0,386970.0,389340.0
2022-03-28,2022,3,28,Monday,0,0,0,spring,0,1,0.0,0.0,4.9,8.8,1.7,23629.0,1093920.0,838526.0,188532.0
2022-03-29,2022,3,29,Tuesday,0,0,0,spring,0,1,0.1,0.0,10.0,11.1,2.0,18014.0,1066156.0,844518.0,177880.0
2022-03-30,2022,3,30,Wednesday,0,0,0,spring,0,1,4.5,0.0,10.7,11.9,1.0,6867.0,1055131.0,843531.0,411509.0
2022-03-31,2022,3,31,Thursday,0,0,0,spring,0,1,0.9,0.0,0.6,11.4,2.3,8219.0,1056817.0,827673.0,430338.0
2022-04-01,2022,4,1,Friday,0,0,0,spring,0,1,0.3,0.0,7.2,11.8,1.7,6504.0,950914.0,774322.0,444124.0
2022-04-02,2022,4,2,Saturday,1,0,0,spring,0,0,0.0,0.0,10.0,14.2,2.3,6525.0,545212.0,386132.0,426356.0
2022-04-03,2022,4,3,Sunday,1,0,0,spring,0,0,0.0,0.0,8.1,14.7,2.3,5747.0,482086.0,344765.0,174103.0
2022-04-04,2022,4,4,Monday,0,0,0,spring,0,1,0.2,0.0,8.5,15.1,2.0,9017.0,1004143.0,851628.0,169362.0
2022-04-05,2022,4,5,Tuesday,0,0,0,spring,0,1,0.0,0.0,0.0,12.7,1.0,6824.0,1096762.0,828370.0,169252.0
2022-04-06,2022,4,6,Wednesday,0,0,0,spring,0,1,0.0,0.0,3.2,12.8,1.7,13832.0,1121905.0,877637.0,135507.0
2022-04-07,2022,4,7,Thursday,0,0,0,spring,0,1,0.8,0.0,8.9,15.6,1.3,10613.0,1111542.0,848841.0,411203.0
2022-04-08,2022,4,8,Friday,0,0,0,spring,0,1,10.5,0.0,2.1,12.8,5.7,6860.0,1017237.0,793561.0,421227.0
2022-04-09,2022,4,9,Saturday,1,0,0,spring,0,0,0.4,0.0,1.9,8.8,6.3,5627.0,558569.0,403665.0,417392.0
2022-04-10,2022,4,10,Sunday,1,0,0,spring,0,0,0.3,0.0,0.4,7.9,3.0,7132.0,511142.0,372156.0,406698.0
2022-04-11,2022,4,11,Monday,0,0,0,spring,0,1,0.0,0.0,10.8,9.0,2.3,14605.0,1160983.0,866403.0,205747.0
2022-04-12,2022,4,12,Tuesday,0,0,0,spring,0,1,0.0,0.0,4.4,11.3,1.0,23548.0,1153350.0,890347.0,210144.0
2022-04-13,2022,4,13,Wednesday,0,0,0,spring,0,1,0.0,0.0,3.1,12.1,3.0,28153.0,1201230.0,883380.0,454412.0
2022-04-14,2022,4,14,Thursday,0,0,1,spring,0,1,2.5,0.0,3.1,8.0,6.7,24804.0,1011302.0,739959.0,462281.0
2022-04-15,2022,4,15,Friday,0,1,0,spring,0,0,0.0,0.0,1.9,5.9,6.3,15014.0,589017.0,435217.0,480414.0
2022-04-16,2022,4,16,Saturday,1,0,0,spring,0,0,0.0,0.0,4.5,7.6,2.0,9411.0,563671.0,375459.0,466562.0
2022-04-17,2022,4,17,Sunday,1,0,0,spring,0,0,0.0,0.0,12.5,8.1,1.7,15622.0,566457.0,365015.0,435245.0
2022-04-18,2022,4,18,Monday,0,1,0,spring,0,0,0.0,0.0,1.0,5.9,2.3,16624.0,422346.0,287735.0,211238.0
2022-04-19,2022,4,19,Tuesday,0,0,0,spring,0,1,2.0,0.0,9.1,13.8,3.7,10002.0,1031213.0,831017.0,201649.0
2022-04-20,2022,4,20,Wednesday,0,0,0,spring,0,1,1.6,0.0,8.7,13.5,4.0,11752.0,1099359.0,892165.0,469589.0
2022-04-21,2022,4,21,Thursday,0,0,0,spring,0,1,0.0,0.0,2.8,13.3,3.3,12997.0,1120443.0,875267.0,489438.0
2022-04-22,2022,4,22,Friday,0,0,0,spring,0,1,0.2,0.0,3.0,13.6,1.3,12397.0,1070446.0,812960.0,504934.0
2022-04-23,2022,4,23,Saturday,1,0,0,spring,0,0,0.0,0.0,11.4,16.2,1.7,32603.0,686317.0,478944.0,489186.0
2022-04-24,2022,4,24,Sunday,1,0,0,spring,0,0,14.0,0.0,9.8,16.0,1.7,3985.0,449493.0,315143.0,465126.0
2022-04-25,2022,4,25,Monday,0,0,0,spring,0,1,0.2,0.0,7.3,14.9,2.0,9546.0,1009977.0,842922.0,256952.0
2022-04-26,2022,4,26,Tuesday,0,0,0,spring,0,1,0.0,0.0,7.8,15.8,1.7,20230.0,1086742.0,877416.0,220504.0
2022-04-27,2022,4,27,Wednesday,0,0,0,spring,0,1,0.0,0.0,2.9,15.9,1.7,20896.0,1124336.0,892874.0,500330.0
2022-04-28,2022,4,28,Thursday,0,0,0,spring,0,1,0.0,0.0,2.0,15.3,1.0,23879.0,1119325.0,899052.0,509789.0
2022-04-29,2022,4,29,Friday,0,0,0,spring,0,1,0.0,0.0,4.0,14.0,2.3,23190.0,1038875.0,826547.0,532738.0
2022-04-30,2022,4,30,Saturday,1,0,0,spring,0,0,0.0,0.0,10.3,15.3,1.3,29594.0,665527.0,461827.0,510590.0
2022-05-01,2022,5,1,Sunday,1,1,0,spring,0,0,0.0,0.0,5.0,13.4,2.3,26920.0,581654.0,379985.0,487787.0
2022-05-02,2022,5,2,Monday,0,0,0,spring,0,1,0.1,0.0,5.0,9.8,3.3,25824.0,1121580.0,868676.0,229670.0
2022-05-03,2022,5,3,Tuesday,0,0,0,spring,0,1,0.0,0.0,0.0,6.6,2.7,28514.0,1174715.0,873364.0,176569.0
2022-05-04,2022,5,4,Wednesday,0,0,0,spring,0,1,0.0,0.0,9.4,7.9,3.7,33892.0,1160276.0,885976.0,533221.0
2022-05-05,2022,5,5,Thursday,0,0,0,spring,0,1,1.0,0.0,12.0,9.3,1.7,18858.0,1091837.0,862022.0,542242.0
2022-05-06,2022,5,6,Friday,0,0,0,spring,0,1,0.0,0.0,8.3,15.6,3.0,24085.0,1015532.0,815177.0,547448.0
2022-05-07,2022,5,7,Saturday,1,0,0,spring,0,0,0.0,0.0,0.1,12.3,3.0,36520.0,632058.0,455593.0,535105.0
2022-05-08,2022,5,8,Sunday,1,1,0,spring,0,0,0.0,0.0,5.8,14.1,3.3,43775.0,539075.0,364893.0,498484.0
2022-05-09,2022,5,9,Monday,0,0,0,spring,0,1,0.0,0.0,6.2,16.3,5.0,35037.0,1088932.0,862840.0,240790.0
2022-05-10,2022,5,10,Tuesday,0,0,0,spring,0,1,0.0,0.0,8.3,13.9,4.0,41389.0,1104081.0,880940.0,272380.0
2022-05-11,2022,5,11,Wednesday,0,0,0,spring,0,1,0.0,0.0,4.1,12.9,4.7,42562.0,1184730.0,888529.0,608856.0
2022-05-12,2022,5,12,Thursday,0,0,0,spring,0,1,0.0,0.0,8.2,11.4,5.7,34514.0,1142301.0,866686.0,615437.0
2022-05-13,2022,5,13,Friday,0,0,0,spring,0,1,0.0,0.0,2.8,9.5,3.3,30116.0,1050606.0,819087.0,592519.0
2022-05-14,2022,5,14,Saturday,1,0,0,spring,0,0,0.0,0.0,4.0,9.3,5.0,35138.0,708339.0,469609.0,601120.0
2022-05-15,2022,5,15,Sunday,1,0,0,spring,0,0,0.0,0.0,3.4,11.0,5.0,39444.0,613741.0,428693.0,566130.0
2022-05-16,2022,5,16,Monday,0,0,0,spring,0,1,5.4,0.0,0.0,10.7,4.0,34342.0,1148083.0,881323.0,312652.0
2022-05-17,2022,5,17,Tuesday,0,0,0,spring,0,1,0.0,0.0,0.0,10.5,4.0,18204.0,1116099.0,859133.0,268957.0
2022-05-18,2022,5,18,Wednesday,0,0,0,spring,0,1,0.0,0.0,0.0,10.7,1.7,38455.0,1173782.0,889945.0,606566.0
2022-05-19,2022,5,19,Thursday,0,0,0,spring,0,1,0.9,0.0,9.2,17.2,2.0,34619.0,1150987.0,869764.0,620670.0
2022-05-20,2022,5,20,Friday,0,0,0,spring,0,1,0.5,0.0,13.9,19.6,1.3,26470.0,1028666.0,784342.0,641163.0
2022-05-21,2022,5,21,Saturday,1,0,0,spring,0,0,0.0,0.0,13.2,21.1,1.7,26272.0,694837.0,441251.0,634287.0
2022-05-22,2022,5,22,Sunday,1,0,0,spring,0,0,0.0,0.0,14.0,23.3,3.0,31150.0,617834.0,392819.0,596183.0
2022-05-23,2022,5,23,Monday,0,0,0,spring,0,1,0.0,0.0,8.0,20.6,1.3,30322.0,1078439.0,847349.0,321481.0
2022-05-24,2022,5,24,Tuesday,0,0,0,spring,0,1,1.1,0.0,4.9,17.0,1.3,16543.0,1104164.0,840828.0,272383.0
2022-05-25,2022,5,25,Wednesday,0,0,0,spring,0,1,1.1,0.0,13.2,19.7,1.7,21072.0,1209584.0,875739.0,667675.0
2022-05-26,2022,5,26,Thursday,0,0,0,spring,0,1,0.0,0.0,10.7,19.8,2.7,28509.0,1167047.0,855952.0,675413.0
2022-05-27,2022,5,27,Friday,0,0,0,spring,0,1,3.4,0.0,2.3,15.6,1.7,14311.0,1037288.0,754017.0,686072.0
2022-05-28,2022,5,28,Saturday,1,0,0,spring,0,0,0.0,0.0,0.5,14.2,3.0,21348.0,688083.0,417194.0,673390.0
2022-05-29,2022,5,29,Sunday,1,0,0,spring,0,0,2.3,0.0,0.0,8.8,3.7,15985.0,501382.0,349167.0,638558.0
2022-05-30,2022,5,30,Monday,0,0,0,spring,0,1,0.0,0.0,3.4,12.0,3.0,21617.0,1053791.0,849025.0,324878.0
2022-05-31,2022,5,31,Tuesday,0,0,0,spring,0,1,0.3,0.0,11.4,15.6,2.3,31601.0,1105520.0,862634.0,285426.0
2022-06-01,2022,6,1,Wednesday,0,0,0,summer,0,1,0.0,0.0,14.1,15.7,2.7,31762.0,1159080.0,889266.0,679109.0
2022-06-02,2022,6,2,Thursday,0,0,0,summer,0,1,0.0,0.0,9.5,15.6,2.0,34675.0,1090212.0,859933.0,712893.0
2022-06-03,2022,6,3,Friday,0,0,0,summer,0,1,5.3,0.0,5.4,15.8,1.7,30577.0,1027479.0,763682.0,728789.0
2022-06-04,2022,6,4,Saturday,1,0,0,summer,0,0,0.0,0.0,9.2,17.8,1.3,25441.0,625731.0,427714.0,716373.0
2022-06-05,2022,6,5,Sunday,1,0,0,summer,0,0,7.0,0.0,7.5,17.3,3.7,39178.0,592216.0,410975.0,676431.0
2022-06-06,2022,6,6,Monday,0,0,0,summer,0,1,0.9,0.0,14.3,19.2,2.0,23669.0,1144851.0,869323.0,340947.0
2022-06-07,2022,6,7,Tuesday,0,0,0,summer,0,1,6.4,0.0,14.8,23.7,1.3,11689.0,1091735.0,822648.0,302060.0
2022-06-08,2022,6,8,Wednesday,0,0,0,summer,0,1,0.0,0.0,15.3,26.5,2.0,35054.0,1187456.0,879277.0,719612.0
2022-06-09,2022,6,9,Thursday,0,0,0,summer,0,1,0.0,0.0,15.2,27.7,2.0,20500.0,1157840.0,839659.0,739705.0
2022-06-10,2022,6,10,Friday,0,0,0,summer,0,1,0.0,0.0,13.3,28.4,2.0,28972.0,1129656.0,806591.0,744132.0
2022-06-11,2022,6,11,Saturday,1,0,0,summer,0,0,0.0,0.0,9.1,25.4,2.3,32622.0,694344.0,444876.0,741826.0
2022-06-12,2022,6,12,Sunday,1,0,0,summer,0,0,0.9,0.0,9.1,21.2,3.0,33762.0,569425.0,394559.0,692498.0
2022-06-13,2022,6,13,Monday,0,0,0,summer,0,1,3.3,0.0,9.8,18.2,3.7,17542.0,1041780.0,816887.0,355458.0
2022-06-14,2022,6,14,Tuesday,0,0,0,summer,0,1,0.0,0.0,6.6,15.9,3.7,33968.0,1089615.0,865870.0,311319.0
2022-06-15,2022,6,15,Wednesday,0,0,0,summer,0,1,0.0,0.0,5.1,16.1,3.0,36131.0,1162801.0,873664.0,735037.0
2022-06-16,2022,6,16,Thursday,0,0,0,summer,0,1,0.1,0.0,7.1,17.7,1.3,27959.0,1093909.0,838632.0,767270.0
2022-06-17,2022,6,17,Friday,0,0,0,summer,0,1,0.0,0.0,8.5,17.6,2.7,29482.0,1026375.0,780095.0,785605.0
2022-06-18,2022,6,18,Saturday,1,0,0,summer,0,0,0.0,0.0,12.6,20.0,1.3,26251.0,550162.0,430998.0,771446.0
2022-06-19,2022,6,19,Sunday,1,0,0,summer,0,0,0.0,0.0,10.8,18.0,3.7,19855.0,456100.0,360784.0,710365.0
2022-06-20,2022,6,20,Monday,0,0,0,summer,0,1,13.0,0.0,3.5,14.1,5.3,16922.0,1004354.0,812455.0,370948.0
2022-06-21,2022,6,21,Tuesday,0,0,0,summer,0,1,0.0,0.0,0.5,14.7,4.0,32783.0,1148763.0,864106.0,334245.0
2022-06-22,2022,6,22,Wednesday,0,0,0,summer,0,1,0.0,0.0,1.0,16.2,3.3,32176.0,1151164.0,883514.0,757903.0
2022-06-23,2022,6,23,Thursday,0,0,0,summer,0,1,0.0,0.0,11.9,17.3,2.0,31292.0,1073183.0,848987.0,762769.0
2022-06-24,2022,6,24,Friday,0,0,0,summer,0,1,45.0,0.0,8.1,17.0,2.7,16268.0,939735.0,731065.0,794234.0
2022-06-25,2022,6,25,Saturday,1,0,0,summer,0,0,6.1,0.0,2.6,12.4,3.0,8229.0,507949.0,358051.0,787657.0
2022-06-26,2022,6,26,Sunday,1,0,0,summer,0,0,0.0,0.0,5.7,16.2,1.7,35645.0,754727.0,394658.0,712429.0
2022-06-27,2022,6,27,Monday,0,0,0,summer,0,1,9.6,0.0,8.8,19.1,1.3,24516.0,1022810.0,805487.0,384181.0
2022-06-28,2022,6,28,Tuesday,0,0,0,summer,0,1,15.1,0.0,6.1,20.3,3.0,22216.0,1075128.0,837644.0,347589.0
2022-06-29,2022,6,29,Wednesday,0,0,0,summer,0,1,20.1,0.0,0.0,16.4,3.3,10095.0,1053870.0,818908.0,770791.0
2022-06-30,2022,6,30,Thursday,0,0,0,summer,0,1,1.1,0.0,2.3,14.4,2.7,21577.0,1059757.0,842331.0,786416.0
2022-07-01,2022,7,1,Friday,0,0,1,summer,0,1,5.2,0.0,9.0,17.2,2.3,12644.0,786008.0,600843.0,792332.0
2022-07-02,2022,7,2,Saturday,1,0,1,summer,0,0,0.0,0.0,5.6,18.3,2.3,13555.0,522057.0,369976.0,701251.0
2022-07-03,2022,7,3,Sunday,1,0,1,summer,0,0,0.0,0.0,14.1,20.8,2.0,13916.0,458383.0,323838.0,611450.0
2022-07-04,2022,7,4,Monday,0,0,1,summer,0,1,3.1,0.0,13.3,23.4,2.7,16678.0,711760.0,534850.0,342061.0
2022-07-05,2022,7,5,Tuesday,0,1,1,summer,0,0,0.1,0.0,4.4,22.5,2.0,20756.0,485144.0,356371.0,303289.0
2022-07-06,2022,7,6,Wednesday,0,1,1,summer,0,0,0.1,0.0,11.1,25.3,2.3,21775.0,494734.0,350130.0,302496.0
2022-07-07,2022,7,7,Thursday,0,0,1,summer,0,1,4.8,0.0,10.5,23.8,3.0,8252.0,769425.0,561934.0,316340.0
2022-07-08,2022,7,8,Friday,0,0,1,summer,0,1,0.0,0.0,6.1,20.8,1.3,12390.0,715630.0,543557.0,593484.0
2022-07-09,2022,7,9,Saturday,1,0,1,summer,0,0,1.8,0.0,1.3,15.4,4.7,12768.0,469241.0,340616.0,571737.0
2022-07-10,2022,7,10,Sunday,1,0,1,summer,0,0,0.0,0.0,0.4,13.9,3.0,16181.0,460646.0,323698.0,537595.0
2022-07-11,2022,7,11,Monday,0,0,1,summer,0,1,0.0,0.0,2.8,18.1,2.0,21973.0,903086.0,666248.0,336510.0
2022-07-12,2022,7,12,Tuesday,0,0,1,summer,0,1,0.0,0.0,11.8,18.5,3.0,27547.0,948434.0,661567.0,288201.0
2022-07-13,2022,7,13,Wednesday,0,0,1,summer,0,1,0.0,0.0,8.8,18.3,2.0,27751.0,924228.0,662307.0,643983.0
2022-07-14,2022,7,14,Thursday,0,0,1,summer,0,1,4.4,0.0,7.9,20.8,2.0,18995.0,888867.0,629419.0,667383.0
2022-07-15,2022,7,15,Friday,0,0,1,summer,0,1,0.0,0.0,11.6,23.2,1.0,21684.0,838640.0,600853.0,678079.0
2022-07-16,2022,7,16,Saturday,1,0,1,summer,0,0,0.0,0.0,9.2,23.4,1.0,23167.0,546925.0,362347.0,690936.0
2022-07-17,2022,7,17,Sunday,1,0,1,summer,0,0,0.0,0.0,4.8,24.1,1.3,30726.0,471281.0,338820.0,645757.0
2022-07-18,2022,7,18,Monday,0,0,1,summer,0,1,0.0,0.0,13.7,25.7,1.3,27901.0,895719.0,647925.0,361783.0
2022-07-19,2022,7,19,Tuesday,0,0,1,summer,0,1,0.0,0.0,13.3,27.3,2.0,29885.0,884036.0,632535.0,343315.0
2022-07-20,2022,7,20,Wednesday,0,0,1,summer,0,1,0.0,0.0,12.8,29.1,1.0,26215.0,823660.0,619677.0,661275.0
2022-07-21,2022,7,21,Thursday,0,0,1,summer,0,1,0.1,0.0,4.6,22.5,2.0,22505.0,844025.0,598865.0,677964.0
2022-07-22,2022,7,22,Friday,0,0,1,summer,0,1,0.0,0.0,9.0,24.7,3.3,22650.0,780092.0,567642.0,693866.0
2022-07-23,2022,7,23,Saturday,1,0,1,summer,0,0,0.9,0.0,11.6,22.2,2.7,17959.0,501211.0,341174.0,670219.0
2022-07-24,2022,7,24,Sunday,1,0,1,summer,0,0,0.0,0.0,7.7,18.5,3.0,32232.0,476465.0,339495.0,617091.0
2022-07-25,2022,7,25,Monday,0,0,1,summer,0,1,0.0,0.0,11.1,22.4,2.0,31130.0,816907.0,603991.0,370175.0
2022-07-26,2022,7,26,Tuesday,0,0,1,summer,0,1,0.0,0.0,12.1,23.6,2.0,31924.0,875476.0,625270.0,329281.0
2022-07-27,2022,7,27,Wednesday,0,0,1,summer,0,1,0.0,0.0,9.1,23.5,2.0,26111.0,896834.0,639964.0,651082.0
2022-07-28,2022,7,28,Thursday,0,0,1,summer,0,1,0.0,0.0,4.1,21.3,2.0,29584.0,873100.0,624171.0,679242.0
2022-07-29,2022,7,29,Friday,0,0,1,summer,0,1,34.6,0.0,2.3,21.1,1.0,21110.0,782249.0,568700.0,689964.0
2022-07-30,2022,7,30,Saturday,1,0,1,summer,0,0,4.3,0.0,2.0,21.6,1.3,8868.0,471843.0,321487.0,671338.0
2022-07-31,2022,7,31,Sunday,1,0,1,summer,0,0,0.0,0.0,4.1,20.3,4.0,33391.0,512335.0,342638.0,618981.0
2022-08-01,2022,8,1,Monday,0,0,1,summer,0,1,0.0,0.0,7.0,21.3,2.7,22999.0,850692.0,624577.0,382048.0
2022-08-02,2022,8,2,Tuesday,0,0,1,summer,0,1,0.0,0.0,5.7,24.9,2.3,31348.0,868127.0,629607.0,308766.0
2022-08-03,2022,8,3,Wednesday,0,0,1,summer,0,1,0.0,0.0,9.4,22.2,1.3,30265.0,883773.0,633828.0,658848.0
2022-08-04,2022,8,4,Thursday,0,0,1,summer,0,1,0.0,0.0,0.2,18.3,2.3,25991.0,850306.0,597447.0,682781.0
2022-08-05,2022,8,5,Friday,0,0,1,summer,0,1,12.8,0.0,2.8,18.5,2.0,19440.0,746225.0,531140.0,686037.0
2022-08-06,2022,8,6,Saturday,1,0,1,summer,0,0,0.1,0.0,5.2,21.2,1.3,21332.0,550031.0,353473.0,664318.0
2022-08-07,2022,8,7,Sunday,1,0,1,summer,0,0,0.0,0.0,6.3,21.4,1.0,31641.0,531541.0,350365.0,617942.0
2022-08-08,2022,8,8,Monday,0,0,1,summer,0,1,0.0,0.0,11.7,23.0,1.7,27811.0,865597.0,630548.0,412925.0
2022-08-09,2022,8,9,Tuesday,0,0,1,summer,0,1,0.0,0.0,6.9,23.0,3.3,29981.0,871813.0,638689.0,358385.0
2022-08-10,2022,8,10,Wednesday,0,0,1,summer,0,1,0.0,0.0,12.6,23.5,2.0,31010.0,905858.0,648997.0,664965.0
2022-08-11,2022,8,11,Thursday,0,0,1,summer,0,1,0.0,0.0,1.2,17.7,3.3,24800.0,872938.0,628352.0,695059.0
2022-08-12,2022,8,12,Friday,0,0,1,summer,0,1,0.0,0.0,3.8,17.9,3.0,20644.0,824501.0,582468.0,707575.0
2022-08-13,2022,8,13,Saturday,1,0,1,summer,0,0,0.0,0.0,1.4,17.1,3.0,18683.0,576094.0,366767.0,683576.0
2022-08-14,2022,8,14,Sunday,1,0,1,summer,0,0,1.1,0.0,2.5,16.9,3.0,20962.0,530184.0,339205.0,629330.0
2022-08-15,2022,8,15,Monday,0,0,1,summer,0,1,0.4,0.0,4.8,15.7,3.3,19074.0,865260.0,635467.0,395867.0
2022-08-16,2022,8,16,Tuesday,0,0,1,summer,0,1,0.0,0.0,4.4,14.5,3.3,28776.0,902006.0,636796.0,354638.0
2022-08-17,2022,8,17,Wednesday,0,0,1,summer,0,1,0.0,0.0,4.0,16.2,5.3,27796.0,907303.0,632524.0,664605.0
2022-08-18,2022,8,18,Thursday,0,0,1,summer,0,1,0.0,0.0,2.5,16.8,4.0,24879.0,906898.0,598703.0,696360.0
2022-08-19,2022,8,19,Friday,0,0,1,summer,0,1,23.0,0.0,3.9,16.8,2.3,17386.0,808512.0,571627.0,710186.0
2022-08-20,2022,8,20,Saturday,1,0,1,summer,0,0,25.6,0.0,8.3,16.1,3.7,4329.0,459136.0,301780.0,688941.0
2022-08-21,2022,8,21,Sunday,1,0,1,summer,0,0,0.0,0.0,6.6,14.6,2.7,20378.0,541857.0,343459.0,635947.0
2022-08-22,2022,8,22,Monday,0,0,1,summer,0,1,13.9,0.0,4.6,16.6,2.3,9208.0,882552.0,617639.0,411065.0
2022-08-23,2022,8,23,Tuesday,0,0,1,summer,0,1,5.8,0.0,5.1,15.8,4.0,9765.0,876494.0,604197.0,345522.0
2022-08-24,2022,8,24,Wednesday,0,0,1,summer,0,1,0.0,0.0,3.1,13.0,4.0,26618.0,995510.0,656867.0,676366.0
2022-08-25,2022,8,25,Thursday,0,0,1,summer,0,1,0.6,0.0,11.6,14.4,2.3,28010.0,956216.0,651922.0,695186.0
2022-08-26,2022,8,26,Friday,0,0,1,summer,0,1,11.7,0.0,0.0,13.5,1.0,17605.0,801888.0,568421.0,742619.0
2022-08-27,2022,8,27,Saturday,1,0,1,summer,0,0,3.2,0.0,5.3,14.5,2.3,13407.0,548084.0,355522.0,697917.0
2022-08-28,2022,8,28,Sunday,1,0,1,summer,0,0,0.1,0.0,11.6,15.3,2.0,20268.0,513110.0,340749.0,651202.0
2022-08-29,2022,8,29,Monday,0,0,1,summer,0,1,0.0,0.0,2.6,16.6,3.0,31570.0,949887.0,682910.0,400267.0
2022-08-30,2022,8,30,Tuesday,0,0,1,summer,0,1,0.0,0.0,7.1,17.0,1.7,32499.0,949465.0,702062.0,361855.0
2022-08-31,2022,8,31,Wednesday,0,0,1,summer,0,1,0.0,0.0,0.5,14.1,2.0,24112.0,1000472.0,710473.0,734046.0
2022-09-01,2022,9,1,Thursday,0,0,0,autumn,0,1,0.0,0.0,0.0,13.7,3.0,24788.0,1059994.0,811832.0,738507.0
2022-09-02,2022,9,2,Friday,0,0,0,autumn,0,1,0.0,0.0,0.0,13.4,2.7,23520.0,992768.0,764111.0,821993.0
2022-09-03,2022,9,3,Saturday,1,0,0,autumn,0,0,0.0,0.0,3.4,15.7,2.3,26329.0,610895.0,406601.0,810094.0
2022-09-04,2022,9,4,Sunday,1,0,0,autumn,0,0,0.0,0.0,10.6,19.0,2.0,32417.0,493961.0,375069.0,765338.0
2022-09-05,2022,9,5,Monday,0,0,0,autumn,0,1,0.0,0.0,9.5,20.5,1.0,26209.0,1063306.0,834821.0,429620.0
2022-09-06,2022,9,6,Tuesday,0,0,0,autumn,0,1,0.9,0.0,10.2,20.5,1.3,26096.0,1106741.0,826610.0,372756.0
2022-09-07,2022,9,7,Wednesday,0,0,0,autumn,0,1,0.0,0.0,8.1,19.8,1.3,28234.0,1023044.0,827677.0,794560.0
2022-09-08,2022,9,8,Thursday,0,0,0,autumn,0,1,0.5,0.0,6.3,18.8,1.7,14972.0,1059187.0,808828.0,816627.0
2022-09-09,2022,9,9,Friday,0,0,0,autumn,0,1,26.9,0.0,4.0,17.7,2.0,16350.0,945918.0,759916.0,841368.0
2022-09-10,2022,9,10,Saturday,1,0,0,autumn,0,0,0.7,0.0,2.3,15.0,1.3,16147.0,592886.0,416274.0,816844.0
2022-09-11,2022,9,11,Sunday,1,0,0,autumn,0,0,0.5,0.0,1.2,14.3,2.0,16268.0,475871.0,365692.0,773385.0
2022-09-12,2022,9,12,Monday,0,0,0,autumn,0,1,0.0,0.0,0.0,15.8,2.0,24035.0,1027699.0,824776.0,430361.0
2022-09-13,2022,9,13,Tuesday,0,0,0,autumn,0,1,1.8,0.0,0.6,17.1,2.3,31100.0,1067714.0,832971.0,374208.0
2022-09-14,2022,9,14,Wednesday,0,0,0,autumn,0,1,7.0,0.0,0.0,16.5,2.3,15220.0,1003527.0,808780.0,808303.0
2022-09-15,2022,9,15,Thursday,0,0,0,autumn,0,1,6.4,0.0,3.0,18.7,1.3,16071.0,1079613.0,809706.0,835568.0
2022-09-16,2022,9,16,Friday,0,0,0,autumn,0,1,1.6,0.0,7.0,17.8,1.7,23513.0,976932.0,765492.0,860057.0
2022-09-17,2022,9,17,Saturday,1,0,0,autumn,0,0,2.8,0.0,9.2,17.2,3.0,12666.0,590696.0,402138.0,852066.0
2022-09-18,2022,9,18,Sunday,1,0,0,autumn,0,0,3.6,0.0,10.9,17.3,2.0,13361.0,514353.0,352435.0,792066.0
2022-09-19,2022,9,19,Monday,0,0,0,autumn,0,1,1.7,0.0,7.1,18.3,2.0,16347.0,1082843.0,831268.0,438840.0
2022-09-20,2022,9,20,Tuesday,0,0,0,autumn,0,1,1.2,0.0,5.4,16.5,1.7,16028.0,1114014.0,846926.0,384452.0
2022-09-21,2022,9,21,Wednesday,0,0,0,autumn,0,1,1.7,0.0,2.4,15.4,4.3,16152.0,1165810.0,863041.0,824029.0
2022-09-22,2022,9,22,Thursday,0,0,0,autumn,0,1,0.0,0.0,3.6,10.9,6.0,17269.0,1103657.0,838912.0,847760.0
2022-09-23,2022,9,23,Friday,0,0,0,autumn,0,1,0.0,0.0,3.0,9.7,4.0,16745.0,1060408.0,791063.0,864911.0
2022-09-24,2022,9,24,Saturday,1,0,0,autumn,0,0,0.0,0.0,6.4,10.7,1.7,19165.0,633679.0,434701.0,862381.0
2022-09-25,2022,9,25,Sunday,1,0,0,autumn,0,0,5.5,0.0,1.9,12.4,4.3,17019.0,514870.0,381358.0,780973.0
2022-09-26,2022,9,26,Monday,0,0,0,autumn,0,1,1.0,0.0,0.0,13.3,3.7,15037.0,1057787.0,849661.0,448356.0
2022-09-27,2022,9,27,Tuesday,0,0,0,autumn,0,1,0.1,0.0,5.9,14.4,2.0,18355.0,1105657.0,853641.0,386557.0
2022-09-28,2022,9,28,Wednesday,0,1,0,autumn,0,0,3.6,0.0,8.6,13.2,1.3,7781.0,515812.0,349980.0,657017.0
2022-09-29,2022,9,29,Thursday,0,0,0,autumn,0,1,0.0,0.0,8.4,15.0,1.7,18840.0,1041256.0,832155.0,394117.0
2022-09-30,2022,9,30,Friday,0,0,0,autumn,0,1,0.0,0.0,0.1,16.4,1.0,21337.0,996512.0,760911.0,882513.0
2022-10-01,2022,10,1,Saturday,1,0,0,autumn,0,0,0.9,0.0,1.5,16.0,1.7,14362.0,539365.0,398860.0,884676.0
