date,year,month,day,weekday,weekend,holiday,school_holiday,season,lockdown_level,is_workday,RAIN,SNOW,SUN,TEMP,WIND,cyclists,Tramvaje,Autobusy,Metro
2021-01-01,2021,1,1,Friday,0,1,1,winter,0,0,0.0,0.0,1.7,3.6,3.7,5818.0,245202.0,207847.0,409528.0
2021-01-02,2021,1,2,Saturday,1,0,1,winter,0,0,1.4,0.0,4.0,4.9,5.0,4739.0,251485.0,221251.0,839243.0
2021-01-03,2021,1,3,Sunday,1,0,0,winter,0,0,0.5,0.0,0.0,5.7,8.0,3561.0,243140.0,219564.0,857702.0
2021-01-04,2021,1,4,Monday,0,0,0,winter,0,1,2.7,0.0,0.5,9.1,6.3,5525.0,496796.0,445864.0,492748.0
2021-01-05,2021,1,5,Tuesday,0,0,0,winter,0,1,0.3,0.0,0.0,7.4,3.3,6259.0,484201.0,439471.0,451058.0
2021-01-06,2021,1,6,Wednesday,0,0,0,winter,0,1,6.4,0.0,0.0,6.8,4.0,5335.0,492332.0,439127.0,1095032.0
2021-01-07,2021,1,7,Thursday,0,0,0,winter,0,1,0.0,0.0,0.0,4.8,2.0,4250.0,486279.0,438937.0,1095742.0
2021-01-08,2021,1,8,Friday,0,0,0,winter,0,1,0.1,0.0,0.0,5.8,2.7,4772.0,486581.0,415693.0,1104242.0
2021-01-09,2021,1,9,Saturday,1,0,0,winter,0,0,0.1,0.0,0.0,5.9,2.3,4519.0,248398.0,222932.0,1094356.0
2021-01-10,2021,1,10,Sunday,1,0,0,winter,0,0,0.0,0.0,0.0,3.9,4.0,4577.0,246166.0,219736.0,1054501.0
2021-01-11,2021,1,11,Monday,0,0,0,winter,0,1,0.0,1.0,1.4,-1.1,5.3,5702.0,537011.0,460817.0,510968.0
2021-01-12,2021,1,12,Tuesday,0,0,0,winter,0,1,1.1,0.0,2.9,-2.3,2.3,4397.0,542000.0,467233.0,450025.0
2021-01-13,2021,1,13,Wednesday,0,0,0,winter,0,1,0.8,0.0,0.0,-2.5,2.3,5419.0,541869.0,471365.0,1085249.0
2021-01-14,2021,1,14,Thursday,0,0,0,winter,0,1,0.0,0.0,0.0,-2.4,2.3,4012.0,569082.0,457392.0,1110932.0
2021-01-15,2021,1,15,Friday,0,0,0,winter,0,1,1.4,6.0,0.4,-2.7,1.7,3892.0,515857.0,430912.0,1131261.0
2021-01-16,2021,1,16,Saturday,1,0,0,winter,0,0,0.0,5.0,0.0,-1.7,2.0,2139.0,284541.0,235683.0,1125744.0
2021-01-17,2021,1,17,Sunday,1,0,0,winter,0,0,0.2,4.0,0.0,-2.1,4.3,2387.0,271000.0,233617.0,1065983.0
2021-01-18,2021,1,18,Monday,0,0,0,winter,0,1,0.1,10.0,0.0,-4.5,3.0,4239.0,505369.0,450894.0,524965.0
2021-01-19,2021,1,19,Tuesday,0,0,0,winter,0,1,0.1,9.0,0.3,-4.8,1.7,4777.0,543784.0,461287.0,444700.0
2021-01-20,2021,1,20,Wednesday,0,0,0,winter,0,1,0.0,9.0,0.0,-2.9,2.7,7932.0,565764.0,485130.0,1070824.0
2021-01-21,2021,1,21,Thursday,0,0,0,winter,0,1,0.0,8.0,0.0,-3.5,2.3,8272.0,519642.0,463849.0,1118099.0
2021-01-22,2021,1,22,Friday,0,0,0,winter,0,1,0.0,9.0,0.1,-4.8,1.3,12341.0,531011.0,446607.0,1126665.0
2021-01-23,2021,1,23,Saturday,1,0,0,winter,0,0,3.2,8.0,0.0,-4.1,1.0,3077.0,282882.0,242565.0,1111298.0
2021-01-24,2021,1,24,Sunday,1,0,0,winter,0,0,0.9,8.0,0.0,-4.2,2.3,4051.0,271892.0,231925.0,1035785.0
2021-01-25,2021,1,25,Monday,0,0,0,winter,0,1,0.0,8.0,0.0,-6.4,2.3,7347.0,560721.0,475927.0,519569.0
2021-01-26,2021,1,26,Tuesday,0,0,0,winter,0,1,2.3,8.0,0.0,-8.8,1.7,5067.0,497917.0,452282.0,450283.0
2021-01-27,2021,1,27,Wednesday,0,0,0,winter,0,1,0.1,7.0,0.0,-1.7,2.7,5628.0,562105.0,485540.0,1067038.0
2021-01-28,2021,1,28,Thursday,0,0,0,winter,0,1,3.6,9.0,0.0,2.5,3.0,4930.0,526601.0,466935.0,1081454.0
2021-01-29,2021,1,29,Friday,0,0,0,winter,0,1,8.3,5.0,0.0,5.0,6.3,3175.0,484419.0,394484.0,1105365.0
2021-01-30,2021,1,30,Saturday,1,0,0,winter,0,0,1.2,0.0,0.5,9.5,6.3,3575.0,281053.0,242770.0,1098189.0
2021-01-31,2021,1,31,Sunday,1,0,0,winter,0,0,0.0,0.0,4.1,7.0,6.7,7301.0,280361.0,237964.0,959664.0
2021-02-01,2021,2,1,Monday,0,0,0,winter,0,1,0.0,0.0,0.0,5.5,6.0,7370.0,539104.0,485970.0,508291.0
2021-02-02,2021,2,2,Tuesday,0,0,0,winter,0,1,0.4,0.0,0.0,3.0,5.0,6918.0,557779.0,467159.0,447298.0
2021-02-03,2021,2,3,Wednesday,0,0,0,winter,0,1,3.4,0.0,4.5,1.7,4.0,5889.0,539054.0,473522.0,1064610.0
2021-02-04,2021,2,4,Thursday,0,0,0,winter,0,1,0.0,0.0,0.1,4.4,6.3,10741.0,562582.0,491173.0,1095438.0
2021-02-05,2021,2,5,Friday,0,0,0,winter,0,1,2.7,0.0,0.4,4.6,3.7,7172.0,528983.0,450438.0,1104945.0
2021-02-06,2021,2,6,Saturday,1,0,0,winter,0,0,8.0,0.0,6.8,1.4,3.0,2105.0,281291.0,245587.0,1098493.0
2021-02-07,2021,2,7,Sunday,1,0,0,winter,0,0,11.6,0.0,0.8,0.9,2.3,1859.0,278890.0,236761.0,1055625.0
2021-02-08,2021,2,8,Monday,0,0,0,winter,0,1,2.2,0.0,1.9,-0.1,2.3,3227.0,536806.0,496760.0,564932.0
2021-02-09,2021,2,9,Tuesday,0,0,0,winter,0,1,0.1,0.0,0.4,-0.3,2.3,2488.0,552965.0,481204.0,475604.0
2021-02-10,2021,2,10,Wednesday,0,0,0,winter,0,1,0.0,0.0,2.7,-0.3,2.0,2484.0,579534.0,486670.0,1035840.0
2021-02-11,2021,2,11,Thursday,0,0,0,winter,0,1,0.0,0.0,0.0,-1.8,3.0,2258.0,568213.0,470610.0,1117352.0
2021-02-12,2021,2,12,Friday,0,0,0,winter,0,1,0.0,0.0,0.0,-1.0,2.7,2237.0,519036.0,447213.0,1146410.0
2021-02-13,2021,2,13,Saturday,1,0,0,winter,0,0,0.0,5.0,0.0,-0.8,3.7,1532.0,289767.0,248380.0,1146018.0
2021-02-14,2021,2,14,Sunday,1,0,0,winter,0,0,0.0,4.0,0.0,-0.3,1.7,1671.0,284107.0,243335.0,1109026.0
2021-02-15,2021,2,15,Monday,0,0,0,winter,0,1,2.0,2.0,0.0,1.0,1.3,2275.0,547620.0,470548.0,581420.0
2021-02-16,2021,2,16,Tuesday,0,0,0,winter,0,1,1.5,8.0,0.0,1.2,1.3,2518.0,531083.0,470367.0,467225.0
2021-02-17,2021,2,17,Wednesday,0,0,0,winter,0,1,0.4,3.0,0.0,1.6,1.7,2974.0,558389.0,486325.0,1036925.0
2021-02-18,2021,2,18,Thursday,0,0,0,winter,0,1,0.0,2.0,0.0,1.6,1.0,6193.0,533103.0,465226.0,1078819.0
2021-02-19,2021,2,19,Friday,0,0,0,winter,0,1,0.0,2.0,0.0,0.5,5.0,9507.0,510969.0,446253.0,1069529.0
2021-02-20,2021,2,20,Saturday,1,0,0,winter,0,0,0.0,2.0,1.0,-1.2,4.0,19369.0,279195.0,243163.0,1065654.0
2021-02-21,2021,2,21,Sunday,1,0,0,winter,0,0,0.0,3.0,0.4,-3.0,2.0,9937.0,273810.0,235274.0,990909.0
2021-02-22,2021,2,22,Monday,0,0,1,winter,0,1,0.0,3.0,0.0,-3.6,4.0,9702.0,529864.0,457921.0,563294.0
2021-02-23,2021,2,23,Tuesday,0,0,1,winter,0,1,0.0,11.0,0.0,-1.6,2.0,15182.0,544171.0,455091.0,461714.0
2021-02-24,2021,2,24,Wednesday,0,0,1,winter,0,1,0.0,24.0,2.3,1.6,1.7,15980.0,546470.0,461255.0,1077015.0
2021-02-25,2021,2,25,Thursday,0,0,1,winter,0,1,0.0,12.0,0.0,4.6,1.7,18656.0,524427.0,448427.0,1093554.0
2021-02-26,2021,2,26,Friday,0,0,1,winter,0,1,2.5,9.0,0.0,2.9,4.0,12408.0,467748.0,418633.0,1097024.0
2021-02-27,2021,2,27,Saturday,1,0,1,winter,3,0,0.0,4.0,0.0,2.3,2.0,8632.0,273235.0,230628.0,1078593.0
2021-02-28,2021,2,28,Sunday,1,0,1,winter,3,0,0.0,0.0,0.0,3.2,1.3,20580.0,272086.0,228961.0,1004732.0
2021-03-01,2021,3,1,Monday,0,0,1,spring,3,1,0.0,0.0,0.0,2.3,4.0,11499.0,445075.0,383286.0,509568.0
2021-03-02,2021,3,2,Tuesday,0,0,1,spring,3,1,0.0,0.0,9.8,1.6,3.0,10329.0,410421.0,377333.0,470382.0
2021-03-03,2021,3,3,Wednesday,0,0,1,spring,3,1,0.0,0.0,1.8,1.4,3.0,12783.0,453773.0,381296.0,1064874.0
2021-03-04,2021,3,4,Thursday,0,0,1,spring,3,1,9.9,0.0,10.2,3.5,2.3,13533.0,426299.0,377236.0,1081591.0
2021-03-05,2021,3,5,Friday,0,0,1,spring,3,1,0.6,0.0,10.3,4.8,3.7,6569.0,407294.0,364936.0,1097338.0
2021-03-06,2021,3,6,Saturday,1,0,1,spring,3,0,0.0,0.0,9.4,6.8,1.3,23018.0,226887.0,190648.0,1074309.0
2021-03-07,2021,3,7,Sunday,1,0,1,spring,3,0,0.0,0.0,0.0,7.8,1.3,29476.0,222538.0,188667.0,1023378.0
2021-03-08,2021,3,8,Monday,0,0,0,spring,3,1,0.9,0.0,0.0,7.4,2.0,6949.0,467005.0,394080.0,502440.0
2021-03-09,2021,3,9,Tuesday,0,0,0,spring,3,1,0.0,0.0,0.0,5.1,1.0,10679.0,452651.0,385690.0,461727.0
2021-03-10,2021,3,10,Wednesday,0,0,0,spring,3,1,0.0,0.0,3.1,8.3,3.0,11423.0,478535.0,408420.0,1037051.0
2021-03-11,2021,3,11,Thursday,0,0,0,spring,3,1,0.5,0.0,0.0,-1.6,2.3,8437.0,467312.0,394084.0,1021603.0
2021-03-12,2021,3,12,Friday,0,0,0,spring,3,1,0.1,0.0,0.0,-1.8,2.7,13556.0,451550.0,393638.0,847459.0
2021-03-13,2021,3,13,Saturday,1,0,0,spring,3,0,0.0,2.0,0.0,-3.0,3.3,16726.0,239268.0,204210.0,747202.0
2021-03-14,2021,3,14,Sunday,1,0,0,spring,3,0,1.1,0.0,8.6,-2.6,4.0,17541.0,233656.0,197042.0,592863.0
2021-03-15,2021,3,15,Monday,0,0,0,spring,3,1,0.5,0.0,4.1,-2.3,3.7,8521.0,455501.0,401727.0,232619.0
2021-03-16,2021,3,16,Tuesday,0,0,0,spring,3,1,0.7,0.0,10.9,-1.1,3.0,7957.0,461005.0,400526.0,179701.0
2021-03-17,2021,3,17,Wednesday,0,0,0,spring,3,1,0.6,0.0,9.0,1.1,4.7,6691.0,469339.0,404296.0,310903.0
2021-03-18,2021,3,18,Thursday,0,0,0,spring,3,1,0.8,0.0,1.2,1.0,4.3,12239.0,450620.0,406407.0,221786.0
2021-03-19,2021,3,19,Friday,0,0,0,spring,3,1,1.8,7.0,0.3,2.4,4.0,5477.0,410459.0,396130.0,217571.0
2021-03-20,2021,3,20,Saturday,1,0,0,spring,3,0,0.0,2.0,9.6,6.5,2.7,8395.0,234670.0,203204.0,202030.0
2021-03-21,2021,3,21,Sunday,1,0,0,spring,3,0,1.4,0.0,0.2,2.0,5.0,8699.0,230503.0,202148.0,202035.0
2021-03-22,2021,3,22,Monday,0,0,0,spring,3,1,0.0,0.0,1.6,-0.6,3.0,11975.0,499436.0,425522.0,107342.0
2021-03-23,2021,3,23,Tuesday,0,0,0,spring,3,1,0.0,0.0,7.9,-3.6,5.7,11195.0,473397.0,408755.0,90266.0
2021-03-24,2021,3,24,Wednesday,0,0,0,spring,3,1,0.0,0.0,9.5,-3.2,6.0,21620.0,499311.0,425855.0,208524.0
2021-03-25,2021,3,25,Thursday,0,0,0,spring,3,1,0.0,0.0,1.2,-1.8,4.7,30418.0,500812.0,433788.0,203661.0
2021-03-26,2021,3,26,Friday,0,0,0,spring,3,1,0.0,0.0,0.0,-1.2,5.0,37626.0,516790.0,427410.0,211925.0
2021-03-27,2021,3,27,Saturday,1,0,0,spring,3,0,0.2,0.0,0.0,-1.0,3.0,19442.0,258395.0,216894.0,205661.0
2021-03-28,2021,3,28,Sunday,1,0,0,spring,3,0,0.1,0.0,0.1,1.8,2.7,37359.0,250406.0,213705.0,203859.0
2021-03-29,2021,3,29,Monday,0,0,0,spring,3,1,0.0,1.0,3.0,3.1,4.7,26511.0,522718.0,440619.0,117414.0
2021-03-30,2021,3,30,Tuesday,0,0,0,spring,3,1,0.0,0.0,2.5,3.4,2.0,53513.0,548095.0,460166.0,93054.0
2021-03-31,2021,3,31,Wednesday,0,0,0,spring,3,1,0.0,0.0,0.0,0.9,5.0,49624.0,594107.0,468185.0,218271.0
2021-04-01,2021,4,1,Thursday,0,0,1,spring,3,1,0.0,0.0,2.8,0.8,2.7,43289.0,573383.0,469928.0,211559.0
2021-04-02,2021,4,2,Friday,0,1,0,spring,3,0,0.0,0.0,0.5,1.9,4.0,27341.0,0.0,234964.0,221418.0
2021-04-03,2021,4,3,Saturday,1,0,0,spring,3,0,0.0,0.0,0.0,1.8,2.3,11383.0,286692.0,0.0,216763.0
2021-04-04,2021,4,4,Sunday,1,0,0,spring,3,0,0.0,0.0,0.0,2.1,3.3,40415.0,286692.0,0.0,209541.0
2021-04-05,2021,4,5,Monday,0,1,0,spring,3,0,2.6,0.0,0.0,2.8,2.3,12415.0,0.0,0.0,117930.0
2021-04-06,2021,4,6,Tuesday,0,0,0,spring,3,1,0.8,0.0,0.0,3.0,3.0,6361.0,490221.0,428490.0,107691.0
2021-04-07,2021,4,7,Wednesday,0,0,0,spring,3,1,0.1,0.0,0.1,3.6,2.7,8607.0,522072.0,451147.0,234847.0
2021-04-08,2021,4,8,Thursday,0,0,0,spring,3,1,0.0,0.0,9.9,5.4,3.0,10242.0,523860.0,444640.0,232646.0
2021-04-09,2021,4,9,Friday,0,0,0,spring,3,1,0.0,0.0,2.7,7.9,1.0,25256.0,526312.0,447514.0,245077.0
2021-04-10,2021,4,10,Saturday,1,0,0,spring,3,0,0.0,0.0,2.8,8.7,5.3,43246.0,263156.0,225574.0,245451.0
2021-04-11,2021,4,11,Sunday,1,0,0,spring,3,0,0.0,0.0,1.4,11.8,4.7,77565.0,261930.0,223757.0,144243.0
2021-04-12,2021,4,12,Monday,0,0,0,spring,0,1,3.9,0.0,2.8,10.8,4.3,4870.0,542682.0,467735.0,129147.0
2021-04-13,2021,4,13,Tuesday,0,0,0,spring,0,1,0.0,0.0,4.4,11.6,5.3,11944.0,595989.0,489535.0,112354.0
2021-04-14,2021,4,14,Wednesday,0,0,0,spring,0,1,0.0,0.0,4.3,12.7,1.0,14778.0,611931.0,501913.0,95555.0
2021-04-15,2021,4,15,Thursday,0,0,0,spring,0,1,1.2,0.0,11.0,15.5,2.3,9338.0,592923.0,494275.0,249509.0
2021-04-16,2021,4,16,Friday,0,0,0,spring,0,1,0.1,0.0,7.6,17.3,1.7,7261.0,526556.0,458686.0,267505.0
2021-04-17,2021,4,17,Saturday,1,0,0,spring,0,0,0.3,0.0,5.2,17.6,1.0,6629.0,305966.0,250957.0,264921.0
2021-04-18,2021,4,18,Sunday,1,0,0,spring,0,0,0.1,0.0,10.2,20.2,2.7,21143.0,297995.0,247138.0,257537.0
2021-04-19,2021,4,19,Monday,0,0,0,spring,0,1,0.2,0.0,0.8,12.6,3.7,13166.0,577024.0,497921.0,152258.0
2021-04-20,2021,4,20,Tuesday,0,0,0,spring,0,1,0.0,0.0,0.0,9.7,3.0,31868.0,626897.0,514625.0,117112.0
2021-04-21,2021,4,21,Wednesday,0,0,0,spring,0,1,1.3,0.0,10.0,14.2,4.0,30431.0,627718.0,522158.0,277794.0
2021-04-22,2021,4,22,Thursday,0,0,0,spring,0,1,0.0,0.0,9.1,15.5,1.7,21273.0,606412.0,514732.0,281510.0
2021-04-23,2021,4,23,Friday,0,0,0,spring,0,1,0.0,0.0,8.2,15.7,3.7,23653.0,645390.0,481120.0,298391.0
2021-04-24,2021,4,24,Saturday,1,0,0,spring,0,0,0.0,0.0,12.2,17.1,3.3,37687.0,322695.0,261079.0,295799.0
2021-04-25,2021,4,25,Sunday,1,0,0,spring,0,0,0.0,0.0,10.1,19.5,2.0,29651.0,313859.0,257366.0,284477.0
2021-04-26,2021,4,26,Monday,0,0,0,spring,0,1,0.0,0.0,11.9,21.0,3.0,22381.0,621352.0,532073.0,162403.0
2021-04-27,2021,4,27,Tuesday,0,0,0,spring,0,1,0.0,0.0,3.4,13.6,2.3,29446.0,646731.0,537272.0,149050.0
2021-04-28,2021,4,28,Wednesday,0,0,0,spring,0,1,0.0,0.0,0.3,9.2,2.7,41361.0,679611.0,543292.0,343867.0
2021-04-29,2021,4,29,Thursday,0,0,0,spring,0,1,0.1,0.0,0.0,12.2,2.7,23168.0,647601.0,526528.0,345575.0
2021-04-30,2021,4,30,Friday,0,0,0,spring,0,1,7.6,0.0,3.3,12.4,3.3,33874.0,644071.0,504599.0,347590.0
2021-05-01,2021,5,1,Saturday,1,1,0,spring,0,0,25.1,0.0,0.0,11.7,2.3,29542.0,339806.0,271646.0,354292.0
2021-05-02,2021,5,2,Sunday,1,0,0,spring,0,0,1.7,0.0,0.3,13.4,2.3,6373.0,323801.0,268636.0,201545.0
2021-05-03,2021,5,3,Monday,0,0,0,spring,0,1,0.0,0.0,0.0,11.3,3.7,21988.0,678821.0,547457.0,176162.0
2021-05-04,2021,5,4,Tuesday,0,0,0,spring,0,1,0.0,0.0,3.4,12.7,1.3,23859.0,654875.0,548072.0,160903.0
2021-05-05,2021,5,5,Wednesday,0,0,0,spring,0,1,0.0,0.0,1.9,14.9,1.3,19272.0,676859.0,571038.0,388463.0
2021-05-06,2021,5,6,Thursday,0,0,0,spring,0,1,4.4,0.0,1.2,16.4,2.3,18858.0,667556.0,540890.0,393024.0
2021-05-07,2021,5,7,Friday,0,0,0,spring,0,1,0.6,0.0,1.7,18.5,3.3,13068.0,604675.0,500513.0,409839.0
2021-05-08,2021,5,8,Saturday,1,1,0,spring,0,0,0.0,0.0,4.2,19.1,2.0,41935.0,339411.0,285519.0,414333.0
2021-05-09,2021,5,9,Sunday,1,0,0,spring,0,0,0.0,0.0,6.1,20.0,1.3,56975.0,338430.0,274036.0,204390.0
2021-05-10,2021,5,10,Monday,0,0,0,spring,0,1,0.0,0.0,0.0,14.3,2.7,43667.0,761141.0,595191.0,210646.0
2021-05-11,2021,5,11,Tuesday,0,0,0,spring,0,1,0.0,0.0,0.0,13.0,1.0,47114.0,734186.0,592632.0,179082.0
2021-05-12,2021,5,12,Wednesday,0,0,0,spring,0,1,23.7,0.0,6.8,12.7,3.7,10802.0,703494.0,568092.0,490187.0
2021-05-13,2021,5,13,Thursday,0,0,0,spring,0,1,18.9,0.0,6.3,10.1,5.0,5527.0,686922.0,560793.0,512035.0
2021-05-14,2021,5,14,Friday,0,0,0,spring,0,1,5.0,0.0,5.7,15.6,3.0,8483.0,677983.0,540220.0,524519.0
2021-05-15,2021,5,15,Saturday,1,0,0,spring,0,0,2.3,0.0,13.6,18.9,4.0,23860.0,380571.0,297596.0,506562.0
2021-05-16,2021,5,16,Sunday,1,0,0,spring,0,0,0.0,0.0,10.6,19.9,5.0,33418.0,367093.0,296316.0,478382.0
2021-05-17,2021,5,17,Monday,0,0,0,spring,0,1,1.0,0.0,7.8,19.4,4.3,20097.0,735582.0,618187.0,279538.0
2021-05-18,2021,5,18,Tuesday,0,0,0,spring,0,1,0.0,0.0,6.3,16.1,4.0,25279.0,760935.0,626931.0,238660.0
2021-05-19,2021,5,19,Wednesday,0,0,0,spring,0,1,0.0,0.0,13.0,17.3,3.3,21252.0,792663.0,640499.0,550689.0
2021-05-20,2021,5,20,Thursday,0,0,0,spring,0,1,0.2,0.0,9.3,15.2,4.0,21595.0,770723.0,655933.0,562236.0
2021-05-21,2021,5,21,Friday,0,0,0,spring,0,1,0.1,0.0,9.4,14.9,2.7,21182.0,710914.0,607637.0,570472.0
2021-05-22,2021,5,22,Saturday,1,0,0,spring,0,0,0.0,0.0,1.0,10.6,4.7,28259.0,396332.0,327967.0,566417.0
2021-05-23,2021,5,23,Sunday,1,0,0,spring,0,0,0.6,0.0,1.8,9.6,2.0,21374.0,385362.0,320250.0,518912.0
2021-05-24,2021,5,24,Monday,0,0,0,spring,0,1,0.5,0.0,3.0,9.2,2.3,31766.0,815163.0,670904.0,240089.0
2021-05-25,2021,5,25,Tuesday,0,0,0,spring,0,1,0.5,0.0,1.4,8.9,3.0,15895.0,778927.0,670869.0,248024.0
2021-05-26,2021,5,26,Wednesday,0,0,0,spring,0,1,0.2,0.0,0.6,7.3,7.7,18762.0,778312.0,678592.0,593849.0
2021-05-27,2021,5,27,Thursday,0,0,0,spring,0,1,0.6,0.0,1.2,10.6,4.3,23086.0,800459.0,671850.0,623069.0
2021-05-28,2021,5,28,Friday,0,0,0,spring,0,1,0.0,0.0,7.4,13.7,3.3,22258.0,744473.0,629994.0,653434.0
2021-05-29,2021,5,29,Saturday,1,0,0,spring,0,0,0.1,0.0,5.6,13.5,1.7,22599.0,407582.0,339296.0,625566.0
2021-05-30,2021,5,30,Sunday,1,0,0,spring,0,0,0.0,0.0,0.0,10.8,3.0,30196.0,400230.0,335925.0,594438.0
2021-05-31,2021,5,31,Monday,0,0,0,spring,0,1,0.0,0.0,1.2,13.0,2.0,31385.0,795596.0,695132.0,332970.0
2021-06-01,2021,6,1,Tuesday,0,0,0,summer,0,1,0.0,0.0,0.0,12.7,4.3,36587.0,846660.0,716912.0,254467.0
2021-06-02,2021,6,2,Wednesday,0,0,0,summer,0,1,0.0,0.0,0.0,10.5,5.3,37803.0,840027.0,725314.0,679582.0
2021-06-03,2021,6,3,Thursday,0,0,0,summer,0,1,0.0,0.0,0.0,9.4,3.7,36901.0,808321.0,699876.0,694517.0
2021-06-04,2021,6,4,Friday,0,0,0,summer,0,1,0.0,0.0,1.6,13.5,4.3,34374.0,739727.0,654882.0,703263.0
2021-06-05,2021,6,5,Saturday,1,0,0,summer,0,0,13.6,0.0,8.8,15.4,3.7,30339.0,423330.0,362657.0,683662.0
2021-06-06,2021,6,6,Sunday,1,0,0,summer,0,0,0.0,0.0,0.7,17.5,1.3,34753.0,420014.0,358456.0,622801.0
2021-06-07,2021,6,7,Monday,0,0,0,summer,0,1,0.0,0.0,12.2,19.3,1.3,36413.0,809025.0,680210.0,325558.0
2021-06-08,2021,6,8,Tuesday,0,0,0,summer,0,1,0.0,0.0,8.8,20.9,1.7,39396.0,874389.0,704351.0,275444.0
2021-06-09,2021,6,9,Wednesday,0,0,0,summer,0,1,0.0,0.0,6.6,18.9,2.0,30217.0,851703.0,706726.0,699258.0
2021-06-10,2021,6,10,Thursday,0,0,0,summer,0,1,0.0,0.0,0.0,14.8,2.7,30532.0,869436.0,707819.0,727921.0
2021-06-11,2021,6,11,Friday,0,0,0,summer,0,1,0.1,0.0,14.4,18.1,2.7,26645.0,777230.0,644930.0,742471.0
2021-06-12,2021,6,12,Saturday,1,0,0,summer,0,0,1.5,0.0,10.8,19.5,1.3,10316.0,437195.0,353910.0,733898.0
2021-06-13,2021,6,13,Sunday,1,0,0,summer,0,0,0.0,0.0,14.6,22.7,2.0,12003.0,434718.0,353363.0,690654.0
2021-06-14,2021,6,14,Monday,0,0,0,summer,0,1,0.0,0.0,5.0,18.3,2.0,34679.0,830583.0,723787.0,366117.0
2021-06-15,2021,6,15,Tuesday,0,0,0,summer,0,1,0.0,0.0,6.0,21.3,1.7,36730.0,864407.0,727701.0,276898.0
2021-06-16,2021,6,16,Wednesday,0,0,0,summer,0,1,0.0,0.0,11.7,22.1,3.3,36510.0,849115.0,743474.0,742943.0
2021-06-17,2021,6,17,Thursday,0,0,0,summer,0,1,0.0,0.0,12.9,25.9,2.3,32619.0,819031.0,694065.0,773408.0
2021-06-18,2021,6,18,Friday,0,0,0,summer,0,1,0.0,0.0,12.0,29.2,1.3,27445.0,737682.0,649885.0,781848.0
2021-06-19,2021,6,19,Saturday,1,0,0,summer,0,0,0.0,0.0,14.0,29.7,2.7,23378.0,432204.0,371737.0,751282.0
2021-06-20,2021,6,20,Sunday,1,0,0,summer,0,0,0.0,0.0,11.4,29.9,1.7,22653.0,424558.0,363851.0,683796.0
2021-06-21,2021,6,21,Monday,0,0,0,summer,0,1,14.3,0.0,11.9,23.0,4.3,27157.0,784493.0,664327.0,341309.0
2021-06-22,2021,6,22,Tuesday,0,0,0,summer,0,1,1.6,0.0,6.9,23.0,1.3,14467.0,804590.0,681142.0,316906.0
2021-06-23,2021,6,23,Wednesday,0,0,0,summer,0,1,32.0,0.0,8.9,21.0,4.3,23802.0,870690.0,702680.0,767534.0
2021-06-24,2021,6,24,Thursday,0,0,0,summer,0,1,8.0,0.0,0.0,13.5,2.0,23263.0,851544.0,699217.0,809457.0
2021-06-25,2021,6,25,Friday,0,0,0,summer,0,1,3.5,0.0,0.0,11.7,6.0,8397.0,771874.0,618541.0,804595.0
2021-06-26,2021,6,26,Saturday,1,0,0,summer,0,0,0.0,0.0,0.2,11.3,4.3,25980.0,435345.0,351340.0,794136.0
2021-06-27,2021,6,27,Sunday,1,0,0,summer,0,0,0.0,0.0,2.9,13.4,1.7,31388.0,425772.0,349609.0,731495.0
2021-06-28,2021,6,28,Monday,0,0,0,summer,0,1,2.7,0.0,7.1,15.2,1.7,30743.0,829732.0,700618.0,390418.0
2021-06-29,2021,6,29,Tuesday,0,0,0,summer,0,1,23.5,0.0,2.3,16.0,3.3,21499.0,877633.0,692472.0,335940.0
2021-06-30,2021,6,30,Wednesday,0,0,0,summer,0,1,0.0,0.0,8.5,14.9,3.0,20983.0,917199.0,705885.0,739421.0
2021-07-01,2021,7,1,Thursday,0,0,1,summer,0,1,0.5,0.0,12.0,20.8,3.0,16551.0,754795.0,592102.0,798160.0
2021-07-02,2021,7,2,Friday,0,0,1,summer,0,1,4.6,0.0,13.3,23.2,2.3,8786.0,658034.0,504737.0,763890.0
2021-07-03,2021,7,3,Saturday,1,0,1,summer,0,0,0.0,0.0,2.6,21.3,1.0,21563.0,384945.0,301972.0,708508.0
2021-07-04,2021,7,4,Sunday,1,0,1,summer,0,0,0.0,0.0,5.5,21.4,2.0,21616.0,329017.0,252369.0,629155.0
2021-07-05,2021,7,5,Monday,0,1,1,summer,0,0,0.0,0.0,1.8,20.1,3.0,18613.0,329017.0,252369.0,320730.0
2021-07-06,2021,7,6,Tuesday,0,1,1,summer,0,0,1.3,0.0,3.2,20.6,2.0,23756.0,377398.0,296051.0,267692.0
2021-07-07,2021,7,7,Wednesday,0,0,1,summer,0,1,3.5,0.0,12.0,21.2,1.3,15664.0,710961.0,519066.0,290459.0
2021-07-08,2021,7,8,Thursday,0,0,1,summer,0,1,33.0,0.0,11.5,22.6,1.7,2355.0,669850.0,509287.0,630277.0
2021-07-09,2021,7,9,Friday,0,0,1,summer,0,1,0.5,0.0,11.7,23.7,1.7,11564.0,642538.0,478815.0,661101.0
2021-07-10,2021,7,10,Saturday,1,0,1,summer,0,0,0.0,0.0,10.8,21.8,2.7,28685.0,369850.0,290130.0,635284.0
2021-07-11,2021,7,11,Sunday,1,0,1,summer,0,0,4.4,0.0,2.0,16.1,4.3,18312.0,362453.0,284327.0,587250.0
