TIME,DT,VALUE,QUALITY
AVG,2020-01-01,1.2,0.0
AVG,2020-01-02,-4.0,0.0
AVG,2020-01-03,3.5,0.0
AVG,2020-01-04,4.4,0.0
AVG,2020-01-05,1.5,0.0
AVG,2020-01-06,1.0,0.0
AVG,2020-01-07,2.1,0.0
AVG,2020-01-08,4.5,0.0
AVG,2020-01-09,7.3,0.0
AVG,2020-01-10,8.3,0.0
AVG,2020-01-11,3.1,0.0
AVG,2020-01-12,2.6,0.0
AVG,2020-01-13,4.4,0.0
AVG,2020-01-14,3.5,0.0
AVG,2020-01-15,1.2,0.0
AVG,2020-01-16,2.3,0.0
AVG,2020-01-17,0.8,0.0
AVG,2020-01-18,2.6,0.0
AVG,2020-01-19,2.9,0.0
AVG,2020-01-20,2.9,0.0
AVG,2020-01-21,-1.8,0.0
AVG,2020-01-22,1.4,0.0
AVG,2020-01-23,1.5,0.0
AVG,2020-01-24,-0.7,0.0
AVG,2020-01-25,0.3,0.0
AVG,2020-01-26,0.4,0.0
AVG,2020-01-27,4.2,0.0
AVG,2020-01-28,4.9,0.0
AVG,2020-01-29,3.3,0.0
AVG,2020-01-30,5.0,0.0
AVG,2020-01-31,11.9,0.0
AVG,2020-02-01,11.8,0.0
AVG,2020-02-02,10.2,0.0
AVG,2020-02-03,9.5,0.0
AVG,2020-02-04,3.8,0.0
AVG,2020-02-05,1.7,0.0
AVG,2020-02-06,2.4,0.0
AVG,2020-02-07,4.9,0.0
AVG,2020-02-08,3.2,0.0
AVG,2020-02-09,7.1,0.0
AVG,2020-02-10,7.8,0.0
AVG,2020-02-11,4.5,0.0
AVG,2020-02-12,2.9,0.0
AVG,2020-02-13,4.1,0.0
AVG,2020-02-14,6.8,0.0
AVG,2020-02-15,5.4,0.0
AVG,2020-02-16,9.6,0.0
AVG,2020-02-17,10.3,0.0
AVG,2020-02-18,6.5,0.0
AVG,2020-02-19,5.1,0.0
AVG,2020-02-20,5.2,0.0
AVG,2020-02-21,4.2,0.0
AVG,2020-02-22,9.7,0.0
AVG,2020-02-23,11.7,0.0
AVG,2020-02-24,5.7,0.0
AVG,2020-02-25,8.9,0.0
AVG,2020-02-26,4.7,0.0
AVG,2020-02-27,4.2,0.0
AVG,2020-02-28,2.8,0.0
AVG,2020-02-29,5.4,0.0
AVG,2020-03-01,8.2,0.0
AVG,2020-03-02,8.3,0.0
AVG,2020-03-03,4.9,0.0
AVG,2020-03-04,4.5,0.0
AVG,2020-03-05,6.7,0.0
AVG,2020-03-06,6.9,0.0
AVG,2020-03-07,4.8,0.0
AVG,2020-03-08,6.6,0.0
AVG,2020-03-09,6.7,0.0
AVG,2020-03-10,6.1,0.0
AVG,2020-03-11,9.8,0.0
AVG,2020-03-12,12.1,0.0
AVG,2020-03-13,7.6,0.0
AVG,2020-03-14,5.2,0.0
AVG,2020-03-15,5.0,0.0
AVG,2020-03-16,8.0,0.0
AVG,2020-03-17,10.1,0.0
AVG,2020-03-18,10.8,0.0
AVG,2020-03-19,11.7,0.0
AVG,2020-03-20,10.1,0.0
AVG,2020-03-21,3.3,0.0
AVG,2020-03-22,0.1,0.0
AVG,2020-03-23,0.8,0.0
AVG,2020-03-24,2.2,0.0
AVG,2020-03-25,2.5,0.0
AVG,2020-03-26,4.9,0.0
AVG,2020-03-27,11.7,0.0
AVG,2020-03-28,9.4,0.0
AVG,2020-03-29,4.2,0.0
AVG,2020-03-30,2.1,0.0
AVG,2020-03-31,1.4,0.0
AVG,2020-04-01,3.3,0.0
AVG,2020-04-02,6.8,0.0
AVG,2020-04-03,6.8,0.0
AVG,2020-04-04,9.3,0.0
AVG,2020-04-05,9.9,0.0
AVG,2020-04-06,14.3,0.0
AVG,2020-04-07,14.7,0.0
AVG,2020-04-08,14.8,0.0
AVG,2020-04-09,14.4,0.0
AVG,2020-04-10,13.1,0.0
AVG,2020-04-11,12.4,0.0
AVG,2020-04-12,15.0,0.0
AVG,2020-04-13,8.5,0.0
AVG,2020-04-14,5.0,0.0
AVG,2020-04-15,10.4,0.0
AVG,2020-04-16,15.6,0.0
AVG,2020-04-17,15.1,0.0
AVG,2020-04-18,15.2,0.0
AVG,2020-04-19,11.2,0.0
AVG,2020-04-20,10.7,0.0
AVG,2020-04-21,12.0,0.0
AVG,2020-04-22,12.7,0.0
AVG,2020-04-23,15.0,0.0
AVG,2020-04-24,16.0,0.0
AVG,2020-04-25,9.6,0.0
AVG,2020-04-26,11.8,0.0
AVG,2020-04-27,15.9,0.0
AVG,2020-04-28,18.5,0.0
AVG,2020-04-29,13.4,0.0
AVG,2020-04-30,15.5,0.0
AVG,2020-05-01,13.1,0.0
AVG,2020-05-02,10.6,0.0
AVG,2020-05-03,11.7,0.0
AVG,2020-05-04,11.7,0.0
AVG,2020-05-05,8.5,0.0
AVG,2020-05-06,10.9,0.0
AVG,2020-05-07,13.7,0.0
AVG,2020-05-08,17.2,0.0
AVG,2020-05-09,17.4,0.0
AVG,2020-05-10,18.1,0.0
AVG,2020-05-11,7.6,0.0
AVG,2020-05-12,8.5,0.0
AVG,2020-05-13,9.6,0.0
AVG,2020-05-14,11.3,0.0
AVG,2020-05-15,11.9,0.0
AVG,2020-05-16,13.7,0.0
AVG,2020-05-17,15.3,0.0
AVG,2020-05-18,17.5,0.0
AVG,2020-05-19,18.7,0.0
AVG,2020-05-20,15.9,0.0
AVG,2020-05-21,15.7,0.0
AVG,2020-05-22,15.9,0.0
AVG,2020-05-23,14.0,0.0
AVG,2020-05-24,13.8,0.0
AVG,2020-05-25,11.6,0.0
AVG,2020-05-26,14.3,0.0
AVG,2020-05-27,16.5,0.0
AVG,2020-05-28,12.6,0.0
AVG,2020-05-29,15.0,0.0
AVG,2020-05-30,14.1,0.0
AVG,2020-05-31,13.7,0.0
AVG,2020-06-01,18.5,0.0
AVG,2020-06-02,16.5,0.0
AVG,2020-06-03,18.0,0.0
AVG,2020-06-04,15.4,0.0
AVG,2020-06-05,14.5,0.0
AVG,2020-06-06,15.2,0.0
AVG,2020-06-07,13.9,0.0
AVG,2020-06-08,15.7,0.0
AVG,2020-06-09,17.4,0.0
AVG,2020-06-10,14.7,0.0
AVG,2020-06-11,18.3,0.0
AVG,2020-06-12,21.7,0.0
AVG,2020-06-13,21.6,0.0
AVG,2020-06-14,18.7,0.0
AVG,2020-06-15,21.5,0.0
AVG,2020-06-16,21.8,0.0
AVG,2020-06-17,21.5,0.0
AVG,2020-06-18,17.1,0.0
AVG,2020-06-19,16.3,0.0
AVG,2020-06-20,16.1,0.0
AVG,2020-06-21,18.6,0.0
AVG,2020-06-22,21.3,0.0
AVG,2020-06-23,20.5,0.0
AVG,2020-06-24,16.6,0.0
AVG,2020-06-25,20.9,0.0
AVG,2020-06-26,20.8,0.0
AVG,2020-06-27,22.2,0.0
AVG,2020-06-28,25.0,0.0
AVG,2020-06-29,18.2,0.0
AVG,2020-06-30,20.9,0.0
AVG,2020-07-01,25.2,0.0
AVG,2020-07-02,20.2,0.0
AVG,2020-07-03,20.8,0.0
AVG,2020-07-04,21.3,0.0
AVG,2020-07-05,23.5,0.0
AVG,2020-07-06,19.7,0.0
AVG,2020-07-07,17.4,0.0
AVG,2020-07-08,15.0,0.0
AVG,2020-07-09,20.7,0.0
AVG,2020-07-10,24.9,0.0
AVG,2020-07-11,16.6,0.0
AVG,2020-07-12,17.8,0.0
AVG,2020-07-13,18.5,0.0
AVG,2020-07-14,20.7,0.0
AVG,2020-07-15,18.2,0.0
AVG,2020-07-16,16.1,0.0
AVG,2020-07-17,16.6,0.0
AVG,2020-07-18,18.5,0.0
AVG,2020-07-19,21.8,0.0
AVG,2020-07-20,23.3,0.0
AVG,2020-07-21,21.2,0.0
AVG,2020-07-22,20.8,0.0
AVG,2020-07-23,20.7,0.0
AVG,2020-07-24,22.5,0.0
AVG,2020-07-25,23.4,0.0
AVG,2020-07-26,19.7,0.0
AVG,2020-07-27,23.6,0.0
AVG,2020-07-28,26.3,0.0
AVG,2020-07-29,23.6,0.0
AVG,2020-07-30,23.4,0.0
AVG,2020-07-31,23.8,0.0
AVG,2020-08-01,24.8,0.0
AVG,2020-08-02,20.2,0.0
AVG,2020-08-03,17.5,0.0
AVG,2020-08-04,15.3,0.0
AVG,2020-08-05,19.6,0.0
AVG,2020-08-06,22.2,0.0
AVG,2020-08-07,25.8,0.0
AVG,2020-08-08,26.1,0.0
AVG,2020-08-09,27.1,0.0
AVG,2020-08-10,22.1,0.0
AVG,2020-08-11,23.7,0.0
AVG,2020-08-12,25.1,0.0
AVG,2020-08-13,26.8,0.0
AVG,2020-08-14,21.9,0.0
AVG,2020-08-15,22.3,0.0
AVG,2020-08-16,23.8,0.0
AVG,2020-08-17,21.0,0.0
AVG,2020-08-18,20.6,0.0
AVG,2020-08-19,21.1,0.0
AVG,2020-08-20,23.6,0.0
AVG,2020-08-21,27.8,0.0
AVG,2020-08-22,21.2,0.0
AVG,2020-08-23,19.3,0.0
AVG,2020-08-24,19.0,0.0
AVG,2020-08-25,19.2,0.0
AVG,2020-08-26,21.9,0.0
AVG,2020-08-27,18.3,0.0
AVG,2020-08-28,17.6,0.0
AVG,2020-08-29,17.3,0.0
AVG,2020-08-30,17.3,0.0
AVG,2020-08-31,16.2,0.0
AVG,2020-09-01,14.3,0.0
AVG,2020-09-02,14.8,0.0
AVG,2020-09-03,17.0,0.0
AVG,2020-09-04,22.0,0.0
AVG,2020-09-05,18.4,0.0
AVG,2020-09-06,16.8,0.0
AVG,2020-09-07,15.9,0.0
AVG,2020-09-08,17.5,0.0
AVG,2020-09-09,20.3,0.0
AVG,2020-09-10,17.8,0.0
AVG,2020-09-11,17.2,0.0
AVG,2020-09-12,19.5,0.0
AVG,2020-09-13,20.9,0.0
AVG,2020-09-14,22.4,0.0
AVG,2020-09-15,23.9,0.0
AVG,2020-09-16,23.0,0.0
AVG,2020-09-17,16.9,0.0
AVG,2020-09-18,14.3,0.0
AVG,2020-09-19,15.2,0.0
AVG,2020-09-20,17.2,0.0
AVG,2020-09-21,18.1,0.0
AVG,2020-09-22,19.7,0.0
AVG,2020-09-23,18.1,0.0
AVG,2020-09-24,17.9,0.0
AVG,2020-09-25,12.6,0.0
AVG,2020-09-26,7.7,0.0
AVG,2020-09-27,9.9,0.0
AVG,2020-09-28,8.8,0.0
AVG,2020-09-29,11.7,0.0
AVG,2020-09-30,12.3,0.0
AVG,2020-10-01,12.4,0.0
AVG,2020-10-02,14.9,0.0
AVG,2020-10-03,16.9,0.0
AVG,2020-10-04,14.0,0.0
AVG,2020-10-05,11.6,0.0
AVG,2020-10-06,13.4,0.0
AVG,2020-10-07,13.0,0.0
AVG,2020-10-08,13.5,0.0
AVG,2020-10-09,15.7,0.0
AVG,2020-10-10,10.4,0.0
AVG,2020-10-11,6.9,0.0
AVG,2020-10-12,8.3,0.0
AVG,2020-10-13,7.3,0.0
AVG,2020-10-14,7.7,0.0
AVG,2020-10-15,10.1,0.0
AVG,2020-10-16,8.6,0.0
AVG,2020-10-17,7.6,0.0
AVG,2020-10-18,8.6,0.0
AVG,2020-10-19,9.2,0.0
AVG,2020-10-20,8.8,0.0
AVG,2020-10-21,10.2,0.0
AVG,2020-10-22,12.1,0.0
AVG,2020-10-23,13.4,0.0
AVG,2020-10-24,12.9,0.0
AVG,2020-10-25,11.2,0.0
AVG,2020-10-26,11.7,0.0
AVG,2020-10-27,8.0,0.0
AVG,2020-10-28,8.6,0.0
AVG,2020-10-29,7.3,0.0
AVG,2020-10-30,11.9,0.0
AVG,2020-10-31,12.0,0.0
AVG,2020-11-01,10.4,0.0
AVG,2020-11-02,16.3,0.0
AVG,2020-11-03,14.1,0.0
AVG,2020-11-04,9.5,0.0
AVG,2020-11-05,5.4,0.0
AVG,2020-11-06,4.0,0.0
AVG,2020-11-07,2.5,0.0
AVG,2020-11-08,2.8,0.0
AVG,2020-11-09,3.8,0.0
AVG,2020-11-10,4.9,0.0
AVG,2020-11-11,5.5,0.0
AVG,2020-11-12,6.7,0.0
AVG,2020-11-13,8.1,0.0
AVG,2020-11-14,10.2,0.0
AVG,2020-11-15,7.2,0.0
AVG,2020-11-16,8.9,0.0
AVG,2020-11-17,10.4,0.0
AVG,2020-11-18,9.1,0.0
AVG,2020-11-19,7.5,0.0
AVG,2020-11-20,4.4,0.0
AVG,2020-11-21,1.1,0.0
AVG,2020-11-22,4.7,0.0
AVG,2020-11-23,5.2,0.0
AVG,2020-11-24,0.3,0.0
AVG,2020-11-25,0.6,0.0
AVG,2020-11-26,0.2,0.0
AVG,2020-11-27,0.4,0.0
AVG,2020-11-28,1.7,0.0
AVG,2020-11-29,2.4,0.0
AVG,2020-11-30,0.6,0.0
AVG,2020-12-01,-0.1,0.0
AVG,2020-12-02,-1.4,0.0
AVG,2020-12-03,-1.3,0.0
AVG,2020-12-04,2.0,0.0
AVG,2020-12-05,6.5,0.0
AVG,2020-12-06,10.4,0.0
AVG,2020-12-07,7.6,0.0
AVG,2020-12-08,4.4,0.0
AVG,2020-12-09,5.8,0.0
AVG,2020-12-10,4.0,0.0
AVG,2020-12-11,3.1,0.0
AVG,2020-12-12,3.4,0.0
AVG,2020-12-13,5.0,0.0
AVG,2020-12-14,5.2,0.0
AVG,2020-12-15,3.7,0.0
AVG,2020-12-16,3.9,0.0
AVG,2020-12-17,3.1,0.0
AVG,2020-12-18,2.3,0.0
AVG,2020-12-19,1.8,0.0
AVG,2020-12-20,2.2,0.0
AVG,2020-12-21,3.2,0.0
AVG,2020-12-22,10.0,0.0
AVG,2020-12-23,11.1,0.0
AVG,2020-12-24,6.7,0.0
AVG,2020-12-25,2.2,0.0
AVG,2020-12-26,0.8,0.0
AVG,2020-12-27,-0.1,0.0
AVG,2020-12-28,1.5,0.0
AVG,2020-12-29,3.5,0.0
AVG,2020-12-30,1.2,0.0
AVG,2020-12-31,1.1,0.0
AVG,2021-01-01,-0.1,0.0
AVG,2021-01-02,-0.3,0.0
AVG,2021-01-03,3.0,0.0
AVG,2021-01-04,3.3,0.0
AVG,2021-01-05,1.7,0.0
AVG,2021-01-06,0.6,0.0
AVG,2021-01-07,0.3,0.0
AVG,2021-01-08,0.2,0.0
AVG,2021-01-09,0.7,0.0
AVG,2021-01-10,0.3,0.0
AVG,2021-01-11,-1.6,0.0
AVG,2021-01-12,1.0,0.0
AVG,2021-01-13,1.4,0.0
AVG,2021-01-14,0.3,0.0
AVG,2021-01-15,-0.7,0.0
AVG,2021-01-16,-4.2,0.0
AVG,2021-01-17,-2.8,0.0
AVG,2021-01-18,0.5,0.0
AVG,2021-01-19,2.9,0.0
AVG,2021-01-20,6.5,0.0
AVG,2021-01-21,4.3,0.0
AVG,2021-01-22,8.0,0.0
AVG,2021-01-23,2.8,0.0
AVG,2021-01-24,1.5,0.0
AVG,2021-01-25,1.1,0.0
AVG,2021-01-26,-0.1,0.0
AVG,2021-01-27,0.0,0.0
AVG,2021-01-28,2.0,0.0
AVG,2021-01-29,3.5,0.0
AVG,2021-01-30,0.7,0.0
AVG,2021-01-31,-2.4,0.0
AVG,2021-02-01,0.3,0.0
AVG,2021-02-02,5.5,0.0
AVG,2021-02-03,9.0,0.0
AVG,2021-02-04,7.0,0.0
AVG,2021-02-05,3.5,0.0
AVG,2021-02-06,-0.4,0.0
AVG,2021-02-07,-4.5,0.0
AVG,2021-02-08,-6.2,0.0
AVG,2021-02-09,-7.3,0.0
AVG,2021-02-10,-9.0,0.0
AVG,2021-02-11,-5.8,0.0
AVG,2021-02-12,-8.1,0.0
AVG,2021-02-13,-5.8,0.0
AVG,2021-02-14,-6.4,0.0
AVG,2021-02-15,-7.6,0.0
AVG,2021-02-16,0.8,0.0
AVG,2021-02-17,5.7,0.0
AVG,2021-02-18,7.0,0.0
AVG,2021-02-19,6.1,0.0
AVG,2021-02-20,5.2,0.0
AVG,2021-02-21,3.6,0.0
AVG,2021-02-22,4.7,0.0
AVG,2021-02-23,2.8,0.0
AVG,2021-02-24,4.7,0.0
AVG,2021-02-25,6.4,0.0
AVG,2021-02-26,4.9,0.0
AVG,2021-02-27,4.1,0.0
AVG,2021-02-28,5.3,0.0
AVG,2021-03-01,2.4,0.0
AVG,2021-03-02,1.2,0.0
AVG,2021-03-03,1.9,0.0
AVG,2021-03-04,6.7,0.0
AVG,2021-03-05,1.5,0.0
AVG,2021-03-06,1.0,0.0
AVG,2021-03-07,1.9,0.0
AVG,2021-03-08,1.9,0.0
AVG,2021-03-09,0.4,0.0
AVG,2021-03-10,1.8,0.0
AVG,2021-03-11,8.2,0.0
AVG,2021-03-12,6.0,0.0
AVG,2021-03-13,7.2,0.0
AVG,2021-03-14,4.3,0.0
AVG,2021-03-15,3.8,0.0
AVG,2021-03-16,3.9,0.0
AVG,2021-03-17,2.4,0.0
AVG,2021-03-18,3.4,0.0
AVG,2021-03-19,0.7,0.0
AVG,2021-03-20,-1.9,0.0
AVG,2021-03-21,3.2,0.0
AVG,2021-03-22,4.3,0.0
AVG,2021-03-23,5.0,0.0
AVG,2021-03-24,7.7,0.0
AVG,2021-03-25,9.8,0.0
AVG,2021-03-26,11.6,0.0
AVG,2021-03-27,6.7,0.0
AVG,2021-03-28,7.3,0.0
AVG,2021-03-29,13.5,0.0
AVG,2021-03-30,14.7,0.0
AVG,2021-03-31,16.0,0.0
AVG,2021-04-01,15.1,0.0
AVG,2021-04-02,6.9,0.0
AVG,2021-04-03,4.9,0.0
AVG,2021-04-04,6.2,0.0
AVG,2021-04-05,4.9,0.0
AVG,2021-04-06,0.9,0.0
AVG,2021-04-07,2.8,0.0
AVG,2021-04-08,3.4,0.0
AVG,2021-04-09,8.6,0.0
AVG,2021-04-10,10.8,0.0
AVG,2021-04-11,13.7,0.0
AVG,2021-04-12,3.6,0.0
AVG,2021-04-13,4.8,0.0
AVG,2021-04-14,4.6,0.0
AVG,2021-04-15,2.3,0.0
AVG,2021-04-16,3.5,0.0
AVG,2021-04-17,4.2,0.0
AVG,2021-04-18,8.7,0.0
AVG,2021-04-19,8.5,0.0
AVG,2021-04-20,12.0,0.0
AVG,2021-04-21,10.6,0.0
AVG,2021-04-22,7.5,0.0
AVG,2021-04-23,8.2,0.0
AVG,2021-04-24,8.9,0.0
AVG,2021-04-25,7.6,0.0
AVG,2021-04-26,6.8,0.0
AVG,2021-04-27,8.7,0.0
AVG,2021-04-28,13.5,0.0
AVG,2021-04-29,13.6,0.0
AVG,2021-04-30,12.1,0.0
AVG,2021-05-01,10.8,0.0
AVG,2021-05-02,8.1,0.0
AVG,2021-05-03,8.9,0.0
AVG,2021-05-04,12.7,0.0
AVG,2021-05-05,8.7,0.0
AVG,2021-05-06,8.5,0.0
AVG,2021-05-07,7.1,0.0
AVG,2021-05-08,10.7,0.0
AVG,2021-05-09,18.7,0.0
AVG,2021-05-10,22.5,0.0
AVG,2021-05-11,22.9,0.0
AVG,2021-05-12,14.2,0.0
AVG,2021-05-13,10.1,0.0
AVG,2021-05-14,11.1,0.0
AVG,2021-05-15,13.1,0.0
AVG,2021-05-16,13.3,0.0
AVG,2021-05-17,12.4,0.0
AVG,2021-05-18,13.4,0.0
AVG,2021-05-19,12.2,0.0
AVG,2021-05-20,11.4,0.0
AVG,2021-05-21,13.7,0.0
AVG,2021-05-22,13.9,0.0
AVG,2021-05-23,12.4,0.0
AVG,2021-05-24,13.7,0.0
AVG,2021-05-25,10.7,0.0
AVG,2021-05-26,11.1,0.0
AVG,2021-05-27,12.1,0.0
AVG,2021-05-28,12.8,0.0
AVG,2021-05-29,12.3,0.0
AVG,2021-05-30,11.7,0.0
AVG,2021-05-31,15.5,0.0
AVG,2021-06-01,17.1,0.0
AVG,2021-06-02,18.8,0.0
AVG,2021-06-03,20.7,0.0
AVG,2021-06-04,23.2,0.0
AVG,2021-06-05,20.7,0.0
AVG,2021-06-06,20.8,0.0
AVG,2021-06-07,22.3,0.0
AVG,2021-06-08,22.8,0.0
AVG,2021-06-09,19.4,0.0
AVG,2021-06-10,19.2,0.0
AVG,2021-06-11,21.5,0.0
AVG,2021-06-12,19.8,0.0
AVG,2021-06-13,14.7,0.0
AVG,2021-06-14,19.3,0.0
AVG,2021-06-15,22.8,0.0
AVG,2021-06-16,24.5,0.0
AVG,2021-06-17,26.3,0.0
AVG,2021-06-18,26.8,0.0
AVG,2021-06-19,28.0,0.0
AVG,2021-06-20,28.3,0.0
AVG,2021-06-21,27.2,0.0
AVG,2021-06-22,18.4,0.0
AVG,2021-06-23,19.0,0.0
AVG,2021-06-24,21.0,0.0
AVG,2021-06-25,18.8,0.0
AVG,2021-06-26,20.6,0.0
AVG,2021-06-27,22.5,0.0
AVG,2021-06-28,23.7,0.0
AVG,2021-06-29,21.5,0.0
AVG,2021-06-30,19.0,0.0
AVG,2021-07-01,17.0,0.0
AVG,2021-07-02,15.6,0.0
AVG,2021-07-03,19.7,0.0
AVG,2021-07-04,20.8,0.0
AVG,2021-07-05,20.4,0.0
AVG,2021-07-06,25.0,0.0
AVG,2021-07-07,20.2,0.0
AVG,2021-07-08,19.7,0.0
AVG,2021-07-09,18.8,0.0
AVG,2021-07-10,20.7,0.0
AVG,2021-07-11,19.0,0.0
AVG,2021-07-12,20.3,0.0
AVG,2021-07-13,21.5,0.0
AVG,2021-07-14,18.5,0.0
AVG,2021-07-15,20.1,0.0
AVG,2021-07-16,22.5,0.0
AVG,2021-07-17,20.8,0.0
AVG,2021-07-18,22.0,0.0
AVG,2021-07-19,18.7,0.0
AVG,2021-07-20,16.9,0.0
AVG,2021-07-21,19.0,0.0
AVG,2021-07-22,20.3,0.0
AVG,2021-07-23,22.1,0.0
AVG,2021-07-24,23.4,0.0
AVG,2021-07-25,23.3,0.0
AVG,2021-07-26,22.0,0.0
AVG,2021-07-27,22.8,0.0
AVG,2021-07-28,19.3,0.0
AVG,2021-07-29,21.5,0.0
AVG,2021-07-30,22.3,0.0
AVG,2021-07-31,21.9,0.0
AVG,2021-08-01,15.8,0.0
AVG,2021-08-02,16.4,0.0
AVG,2021-08-03,17.3,0.0
AVG,2021-08-04,18.1,0.0
AVG,2021-08-05,16.2,0.0
AVG,2021-08-06,17.9,0.0
AVG,2021-08-07,18.2,0.0
AVG,2021-08-08,17.3,0.0
AVG,2021-08-09,19.4,0.0
AVG,2021-08-10,21.2,0.0
AVG,2021-08-11,20.8,0.0
AVG,2021-08-12,20.8,0.0
AVG,2021-08-13,24.3,0.0
AVG,2021-08-14,24.5,0.0
AVG,2021-08-15,24.7,0.0
AVG,2021-08-16,21.4,0.0
AVG,2021-08-17,14.7,0.0
AVG,2021-08-18,16.3,0.0
AVG,2021-08-19,18.5,0.0
AVG,2021-08-20,18.4,0.0
AVG,2021-08-21,20.0,0.0
AVG,2021-08-22,18.4,0.0
AVG,2021-08-23,15.5,0.0
AVG,2021-08-24,14.6,0.0
AVG,2021-08-25,16.9,0.0
AVG,2021-08-26,14.3,0.0
AVG,2021-08-27,12.7,0.0
AVG,2021-08-28,13.4,0.0
AVG,2021-08-29,13.7,0.0
AVG,2021-08-30,14.1,0.0
AVG,2021-08-31,14.5,0.0
AVG,2021-09-01,16.3,0.0
AVG,2021-09-02,17.2,0.0
AVG,2021-09-03,17.3,0.0
AVG,2021-09-04,18.2,0.0
AVG,2021-09-05,17.3,0.0
AVG,2021-09-06,18.7,0.0
AVG,2021-09-07,18.5,0.0
AVG,2021-09-08,19.1,0.0
AVG,2021-09-09,20.4,0.0
AVG,2021-09-10,20.1,0.0
AVG,2021-09-11,18.2,0.0
AVG,2021-09-12,18.1,0.0
AVG,2021-09-13,18.5,0.0
AVG,2021-09-14,19.4,0.0
AVG,2021-09-15,19.4,0.0
AVG,2021-09-16,18.0,0.0
AVG,2021-09-17,15.0,0.0
AVG,2021-09-18,14.7,0.0
AVG,2021-09-19,12.1,0.0
AVG,2021-09-20,11.9,0.0
AVG,2021-09-21,12.5,0.0
AVG,2021-09-22,13.2,0.0
AVG,2021-09-23,16.6,0.0
AVG,2021-09-24,15.9,0.0
AVG,2021-09-25,17.3,0.0
AVG,2021-09-26,18.3,0.0
AVG,2021-09-27,17.5,0.0
AVG,2021-09-28,16.0,0.0
AVG,2021-09-29,14.6,0.0
AVG,2021-09-30,10.3,0.0
AVG,2021-10-01,12.4,0.0
AVG,2021-10-02,15.1,0.0
AVG,2021-10-03,14.0,0.0
AVG,2021-10-04,14.6,0.0
AVG,2021-10-05,14.8,0.0
AVG,2021-10-06,12.5,0.0
AVG,2021-10-07,13.3,0.0
AVG,2021-10-08,11.7,0.0
AVG,2021-10-09,8.2,0.0
AVG,2021-10-10,6.2,0.0
AVG,2021-10-11,7.7,0.0
AVG,2021-10-12,7.8,0.0
AVG,2021-10-13,6.1,0.0
AVG,2021-10-14,8.0,0.0
AVG,2021-10-15,10.5,0.0
AVG,2021-10-16,7.5,0.0
AVG,2021-10-17,6.7,0.0
AVG,2021-10-18,10.3,0.0
AVG,2021-10-19,12.8,0.0
AVG,2021-10-20,17.1,0.0
AVG,2021-10-21,12.7,0.0
AVG,2021-10-22,8.5,0.0
AVG,2021-10-23,7.2,0.0
AVG,2021-10-24,5.9,0.0
AVG,2021-10-25,4.7,0.0
AVG,2021-10-26,8.7,0.0
AVG,2021-10-27,8.5,0.0
AVG,2021-10-28,8.5,0.0
AVG,2021-10-29,7.7,0.0
AVG,2021-10-30,7.8,0.0
AVG,2021-10-31,9.7,0.0
AVG,2021-11-01,7.1,0.0
AVG,2021-11-02,7.7,0.0
AVG,2021-11-03,7.5,0.0
AVG,2021-11-04,8.3,0.0
AVG,2021-11-05,6.5,0.0
AVG,2021-11-06,6.9,0.0
AVG,2021-11-07,5.6,0.0
AVG,2021-11-08,7.7,0.0
AVG,2021-11-09,6.4,0.0
AVG,2021-11-10,3.9,0.0
AVG,2021-11-11,4.6,0.0
AVG,2021-11-12,4.3,0.0
AVG,2021-11-13,4.8,0.0
AVG,2021-11-14,5.7,0.0
AVG,2021-11-15,4.7,0.0
AVG,2021-11-16,6.1,0.0
AVG,2021-11-17,4.9,0.0
AVG,2021-11-18,7.0,0.0
AVG,2021-11-19,8.2,0.0
AVG,2021-11-20,8.6,0.0
AVG,2021-11-21,4.6,0.0
AVG,2021-11-22,4.2,0.0
AVG,2021-11-23,3.2,0.0
AVG,2021-11-24,4.5,0.0
AVG,2021-11-25,1.5,0.0
AVG,2021-11-26,1.4,0.0
AVG,2021-11-27,2.0,0.0
AVG,2021-11-28,0.7,0.0
AVG,2021-11-29,1.0,0.0
AVG,2021-11-30,2.3,0.0
AVG,2021-12-01,7.1,0.0
AVG,2021-12-02,2.9,0.0
AVG,2021-12-03,-0.7,0.0
AVG,2021-12-04,0.2,0.0
AVG,2021-12-05,2.8,0.0
AVG,2021-12-06,0.2,0.0
AVG,2021-12-07,0.6,0.0
AVG,2021-12-08,-0.2,0.0
AVG,2021-12-09,-0.2,0.0
AVG,2021-12-10,-0.1,0.0
AVG,2021-12-11,0.8,0.0
AVG,2021-12-12,1.6,0.0
AVG,2021-12-13,5.2,0.0
AVG,2021-12-14,5.7,0.0
AVG,2021-12-15,6.2,0.0
AVG,2021-12-16,6.9,0.0
AVG,2021-12-17,4.5,0.0
AVG,2021-12-18,3.7,0.0
AVG,2021-12-19,5.0,0.0
AVG,2021-12-20,1.2,0.0
AVG,2021-12-21,-0.7,0.0
AVG,2021-12-22,-1.9,0.0
AVG,2021-12-23,-1.5,0.0
AVG,2021-12-24,7.4,0.0
AVG,2021-12-25,-2.3,0.0
AVG,2021-12-26,-5.2,0.0
AVG,2021-12-27,-1.3,0.0
AVG,2021-12-28,0.9,0.0
AVG,2021-12-29,5.3,0.0
AVG,2021-12-30,10.7,0.0
AVG,2021-12-31,12.1,0.0
AVG,2022-01-01,10.7,0.0
AVG,2022-01-02,7.8,0.0
AVG,2022-01-03,8.1,0.0
