OBS_TYPE,WSI,BEGIN_DATE,END_DATE,EG_EL_ABBREVIATION,NAME,UN_DESCRIPTION,HEIGHT,SCHEDULE,
DLY,0-203-0-11301117001,1980-01-01T00:00Z,1985-12-31T23:59Z,SCE,Výška sněhu,cm,0,"07:00",
DLY,0-203-0-11301117001,1980-01-01T00:00Z,1985-12-31T23:59Z,SCEdif,Denní rozdíl celkové výšky sněhu,cm,0,"07:00",
DLY,0-203-0-11301117001,1980-01-01T00:00Z,1985-12-31T23:59Z,SNO,Nový sníh,cm,0,"07:00",
DLY,0-203-0-11301117001,1980-01-01T00:00Z,1985-12-31T23:59Z,API30,Index předchozích srážek,mm,1,"07:00",
DLY,0-203-0-11301117001,1980-01-01T00:00Z,1985-12-31T23:59Z,SVH,Vodní hodnota,mm,0,"07:00",
DLY,0-203-0-11301117001,1980-01-01T00:00Z,1985-12-31T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11301117001,1988-02-01T00:00Z,3999-12-31T23:59Z,SVH,Vodní hodnota,mm,0,"07:00",
DLY,0-203-0-11301117001,1988-02-01T00:00Z,3999-12-31T23:59Z,API30,Index předchozích srážek,mm,1,"07:00",
DLY,0-203-0-11301117001,1988-02-01T00:00Z,3999-12-31T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11301117001,1988-02-01T00:00Z,3999-12-31T23:59Z,SCEdif,Denní rozdíl celkové výšky sněhu,cm,0,"07:00",
DLY,0-203-0-11301117001,1988-02-01T00:00Z,3999-12-31T23:59Z,SNO,Nový sníh,cm,0,"07:00",
DLY,0-203-0-11301117001,1988-02-01T00:00Z,3999-12-31T23:59Z,SCE,Výška sněhu,cm,0,"07:00",
DLY,0-203-0-11301147001,1912-01-01T00:00Z,1914-12-31T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11301147001,1920-01-01T00:00Z,1944-12-31T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11301147001,1962-01-01T00:00Z,1969-12-31T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11301147001,1974-01-01T00:00Z,1979-07-31T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11301161001,1897-04-01T00:00Z,1898-12-31T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11301161001,1961-01-01T00:00Z,1963-03-31T23:59Z,SCE,Výška sněhu,cm,0,"07:00",
DLY,0-203-0-11301161001,1961-01-01T00:00Z,1963-03-31T23:59Z,API30,Index předchozích srážek,mm,1,"07:00",
DLY,0-203-0-11301161001,1939-04-01T00:00Z,1963-03-31T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11301161001,1961-01-01T00:00Z,1963-03-31T23:59Z,SNO,Nový sníh,cm,0,"07:00",
DLY,0-203-0-11301161001,1961-01-01T00:00Z,1963-03-31T23:59Z,SCEdif,Denní rozdíl celkové výšky sněhu,cm,0,"07:00",
DLY,0-203-0-11301161001,1961-01-01T00:00Z,1963-03-31T23:59Z,SVH,Vodní hodnota,mm,0,"07:00",
DLY,0-203-0-11301161001,1963-06-01T00:00Z,1996-08-31T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11301161001,1963-06-01T00:00Z,1996-08-31T23:59Z,SNO,Nový sníh,cm,0,"07:00",
DLY,0-203-0-11301161001,1963-06-01T00:00Z,1996-08-31T23:59Z,SCEdif,Denní rozdíl celkové výšky sněhu,cm,0,"07:00",
DLY,0-203-0-11301161001,1963-06-01T00:00Z,1996-08-31T23:59Z,API30,Index předchozích srážek,mm,1,"07:00",
DLY,0-203-0-11301161001,1963-06-01T00:00Z,1996-08-31T23:59Z,SCE,Výška sněhu,cm,0,"07:00",
DLY,0-203-0-11301161001,1963-06-01T00:00Z,1996-08-31T23:59Z,SVH,Vodní hodnota,mm,0,"07:00",
DLY,0-203-0-11301161001,1996-10-01T00:00Z,2011-08-31T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11301161001,1996-10-01T00:00Z,2011-08-31T23:59Z,API30,Index předchozích srážek,mm,1,"07:00",
DLY,0-203-0-11301161001,2011-09-01T00:00Z,2017-12-31T23:59Z,TMI,Teplota min,°C,2,"21:00",
DLY,0-203-0-11301161001,2011-09-01T00:00Z,2017-12-31T23:59Z,TMA,Teplota max,°C,2,"21:00",
DLY,0-203-0-11301161001,2011-09-01T00:00Z,2017-12-31T23:59Z,T,Teplota,°C,2,"AVG,07:00,14:00,21:00",
DLY,0-203-0-11301161001,2011-09-01T00:00Z,2020-05-06T09:39Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11301161001,2020-05-06T09:40Z,2024-12-31T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11301161001,2018-01-01T00:00Z,3999-12-31T23:59Z,T,Teplota,°C,2,"AVG,07:00,14:00,21:00",
DLY,0-203-0-11301161001,1996-10-01T00:00Z,3999-12-31T23:59Z,SNO,Nový sníh,cm,0,"07:00",
DLY,0-203-0-11301161001,2011-09-01T00:00Z,3999-12-31T23:59Z,API30,Index předchozích srážek,mm,1,"07:00",
DLY,0-203-0-11301161001,1996-10-01T00:00Z,3999-12-31T23:59Z,SCEdif,Denní rozdíl celkové výšky sněhu,cm,0,"07:00",
DLY,0-203-0-11301161001,2011-09-01T00:00Z,3999-12-31T23:59Z,TMInoc,Teplota min,°C,2,"07:00",
DLY,0-203-0-11301161001,1996-10-01T00:00Z,3999-12-31T23:59Z,SVH,Vodní hodnota,mm,0,"07:00",
DLY,0-203-0-11301161001,1996-10-01T00:00Z,3999-12-31T23:59Z,SCE,Výška sněhu,cm,0,"07:00",
DLY,0-203-0-11301161001,2025-01-01T00:00Z,3999-12-31T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11301161001,2018-01-01T00:00Z,3999-12-31T23:59Z,TMI,Teplota min,°C,2,"21:00",
DLY,0-203-0-11301161001,2018-01-01T00:00Z,3999-12-31T23:59Z,TMA,Teplota max,°C,2,"21:00",
DLY,0-203-0-11302001001,1950-03-01T00:00Z,1952-08-31T23:59Z,SCE,Výška sněhu,cm,0,"07:00",
DLY,0-203-0-11302001001,1950-03-01T00:00Z,1952-08-31T23:59Z,SCEdif,Denní rozdíl celkové výšky sněhu,cm,0,"07:00",
DLY,0-203-0-11302001001,1950-03-01T00:00Z,1952-08-31T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11302001001,1950-03-01T00:00Z,1952-08-31T23:59Z,SVH,Vodní hodnota,mm,0,"07:00",
DLY,0-203-0-11302001001,1950-03-01T00:00Z,1952-08-31T23:59Z,SNO,Nový sníh,cm,0,"07:00",
DLY,0-203-0-11302001001,1950-03-01T00:00Z,1952-08-31T23:59Z,API30,Index předchozích srážek,mm,1,"07:00",
DLY,0-203-0-11302001001,1952-11-01T00:00Z,1972-04-30T23:59Z,SCE,Výška sněhu,cm,0,"07:00",
DLY,0-203-0-11302001001,1952-11-01T00:00Z,1972-04-30T23:59Z,SNO,Nový sníh,cm,0,"07:00",
DLY,0-203-0-11302001001,1952-11-01T00:00Z,1972-04-30T23:59Z,SVH,Vodní hodnota,mm,0,"07:00",
DLY,0-203-0-11302001001,1952-11-01T00:00Z,1972-04-30T23:59Z,SCEdif,Denní rozdíl celkové výšky sněhu,cm,0,"07:00",
DLY,0-203-0-11302001001,1952-11-01T00:00Z,1972-04-30T23:59Z,API30,Index předchozích srážek,mm,1,"07:00",
DLY,0-203-0-11302001001,1952-11-01T00:00Z,1972-04-30T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11302001001,1972-06-01T00:00Z,1979-12-31T23:59Z,SVH,Vodní hodnota,mm,0,"07:00",
DLY,0-203-0-11302001001,1972-06-01T00:00Z,1980-06-30T23:59Z,SCEdif,Denní rozdíl celkové výšky sněhu,cm,0,"07:00",
DLY,0-203-0-11302001001,1972-06-01T00:00Z,1980-06-30T23:59Z,API30,Index předchozích srážek,mm,1,"07:00",
DLY,0-203-0-11302001001,1972-06-01T00:00Z,1980-06-30T23:59Z,SCE,Výška sněhu,cm,0,"07:00",
DLY,0-203-0-11302001001,1972-06-01T00:00Z,1980-06-30T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11302001001,1972-06-01T00:00Z,1980-06-30T23:59Z,SNO,Nový sníh,cm,0,"07:00",
DLY,0-203-0-11302015001,1897-02-01T00:00Z,1938-12-31T23:59Z,SCEdif,Denní rozdíl celkové výšky sněhu,cm,0,"07:00",
DLY,0-203-0-11302015001,1897-02-01T00:00Z,1938-12-31T23:59Z,SNO,Nový sníh,cm,0,"07:00",
DLY,0-203-0-11302015001,1897-02-01T00:00Z,1938-12-31T23:59Z,SCE,Výška sněhu,cm,0,"07:00",
DLY,0-203-0-11302015001,1897-02-01T00:00Z,1938-12-31T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11302015001,1897-02-01T00:00Z,1938-12-31T23:59Z,API30,Index předchozích srážek,mm,1,"07:00",
DLY,0-203-0-11302015001,1963-01-01T00:00Z,2015-06-02T14:59Z,API30,Index předchozích srážek,mm,1,"07:00",
DLY,0-203-0-11302015001,1963-01-01T00:00Z,2015-06-02T14:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11302015001,2015-06-02T15:00Z,2022-06-02T10:19Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11302015001,2022-06-02T10:20Z,2024-12-31T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11302015001,2025-01-01T00:00Z,3999-12-31T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11302015001,1963-01-01T00:00Z,3999-12-31T23:59Z,SCEdif,Denní rozdíl celkové výšky sněhu,cm,0,"07:00",
DLY,0-203-0-11302015001,1963-01-01T00:00Z,3999-12-31T23:59Z,SNO,Nový sníh,cm,0,"07:00",
DLY,0-203-0-11302015001,1963-01-01T00:00Z,3999-12-31T23:59Z,SVH,Vodní hodnota,mm,0,"07:00",
DLY,0-203-0-11302015001,2015-06-02T15:00Z,3999-12-31T23:59Z,API30,Index předchozích srážek,mm,1,"07:00",
DLY,0-203-0-11302015001,1963-01-01T00:00Z,3999-12-31T23:59Z,SCE,Výška sněhu,cm,0,"07:00",
DLY,0-203-0-11302021001,1961-01-01T00:00Z,1983-01-31T23:59Z,SVH,Vodní hodnota,mm,0,"07:00",
DLY,0-203-0-11302021001,1961-01-01T00:00Z,1983-01-31T23:59Z,API30,Index předchozích srážek,mm,1,"07:00",
DLY,0-203-0-11302021001,1961-01-01T00:00Z,1983-01-31T23:59Z,SCEdif,Denní rozdíl celkové výšky sněhu,cm,0,"07:00",
DLY,0-203-0-11302021001,1961-01-01T00:00Z,1983-01-31T23:59Z,SNO,Nový sníh,cm,0,"07:00",
DLY,0-203-0-11302021001,1961-01-01T00:00Z,1983-01-31T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11302021001,1961-01-01T00:00Z,1983-01-31T23:59Z,SCE,Výška sněhu,cm,0,"07:00",
DLY,0-203-0-11302021001,1983-10-01T00:00Z,2010-12-31T23:59Z,SCEdif,Denní rozdíl celkové výšky sněhu,cm,0,"07:00",
DLY,0-203-0-11302021001,1983-10-01T00:00Z,2010-12-31T23:59Z,SVH,Vodní hodnota,mm,0,"07:00",
DLY,0-203-0-11302021001,1983-10-01T00:00Z,2010-12-31T23:59Z,SCE,Výška sněhu,cm,0,"07:00",
DLY,0-203-0-11302021001,1983-10-01T00:00Z,2010-12-31T23:59Z,SNO,Nový sníh,cm,0,"07:00",
DLY,0-203-0-11302021001,1983-10-01T00:00Z,2010-12-31T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11302021001,1983-10-01T00:00Z,2010-12-31T23:59Z,API30,Index předchozích srážek,mm,1,"07:00",
DLY,0-203-0-11302028001,1961-01-01T00:00Z,2001-12-31T23:59Z,SNO,Nový sníh,cm,0,"07:00",
DLY,0-203-0-11302028001,1961-01-01T00:00Z,2001-12-31T23:59Z,SCE,Výška sněhu,cm,0,"07:00",
DLY,0-203-0-11302028001,1961-01-01T00:00Z,2001-12-31T23:59Z,API30,Index předchozích srážek,mm,1,"07:00",
DLY,0-203-0-11302028001,1961-01-01T00:00Z,2001-12-31T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11302028001,1961-01-01T00:00Z,2001-12-31T23:59Z,SCEdif,Denní rozdíl celkové výšky sněhu,cm,0,"07:00",
DLY,0-203-0-11302028001,1961-01-01T00:00Z,2001-12-31T23:59Z,SVH,Vodní hodnota,mm,0,"07:00",
DLY,0-203-0-11302028001,2002-02-01T00:00Z,2012-12-31T23:59Z,API30,Index předchozích srážek,mm,1,"07:00",
DLY,0-203-0-11302028001,2002-02-01T00:00Z,2012-12-31T23:59Z,SVH,Vodní hodnota,mm,0,"07:00",
DLY,0-203-0-11302028001,2002-02-01T00:00Z,2012-12-31T23:59Z,SCEdif,Denní rozdíl celkové výšky sněhu,cm,0,"07:00",
DLY,0-203-0-11302028001,2002-02-01T00:00Z,2012-12-31T23:59Z,SCE,Výška sněhu,cm,0,"07:00",
DLY,0-203-0-11302028001,2002-02-01T00:00Z,2012-12-31T23:59Z,SNO,Nový sníh,cm,0,"07:00",
DLY,0-203-0-11302028001,2002-02-01T00:00Z,2012-12-31T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11302052001,1952-04-01T00:00Z,1953-05-31T23:59Z,SCEdif,Denní rozdíl celkové výšky sněhu,cm,0,"07:00",
DLY,0-203-0-11302052001,1952-04-01T00:00Z,1953-05-31T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11302052001,1952-04-01T00:00Z,1953-05-31T23:59Z,SCE,Výška sněhu,cm,0,"07:00",
DLY,0-203-0-11302052001,1952-04-01T00:00Z,1953-05-31T23:59Z,API30,Index předchozích srážek,mm,1,"07:00",
DLY,0-203-0-11302052001,1952-04-01T00:00Z,1953-05-31T23:59Z,SNO,Nový sníh,cm,0,"07:00",
DLY,0-203-0-11302052001,1954-04-01T00:00Z,1955-12-31T23:59Z,SCE,Výška sněhu,cm,0,"07:00",
DLY,0-203-0-11302052001,1954-04-01T00:00Z,1955-12-31T23:59Z,SCEdif,Denní rozdíl celkové výšky sněhu,cm,0,"07:00",
DLY,0-203-0-11302052001,1954-04-01T00:00Z,1955-12-31T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11302052001,1955-01-01T00:00Z,1955-12-31T23:59Z,SVH,Vodní hodnota,mm,0,"07:00",
DLY,0-203-0-11302052001,1954-04-01T00:00Z,1955-12-31T23:59Z,SNO,Nový sníh,cm,0,"07:00",
DLY,0-203-0-11302052001,1954-04-01T00:00Z,1955-12-31T23:59Z,API30,Index předchozích srážek,mm,1,"07:00",
DLY,0-203-0-11302052001,1956-07-01T00:00Z,1980-03-31T23:59Z,SNO,Nový sníh,cm,0,"07:00",
DLY,0-203-0-11302052001,1956-07-01T00:00Z,1980-03-31T23:59Z,API30,Index předchozích srážek,mm,1,"07:00",
DLY,0-203-0-11302052001,1956-07-01T00:00Z,1980-03-31T23:59Z,SCEdif,Denní rozdíl celkové výšky sněhu,cm,0,"07:00",
DLY,0-203-0-11302052001,1956-07-01T00:00Z,1980-03-31T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11302052001,1956-07-01T00:00Z,1980-03-31T23:59Z,SCE,Výška sněhu,cm,0,"07:00",
DLY,0-203-0-11302052001,1956-07-01T00:00Z,1980-03-31T23:59Z,SVH,Vodní hodnota,mm,0,"07:00",
DLY,0-203-0-11302052001,1980-05-01T00:00Z,1988-05-31T23:59Z,SCEdif,Denní rozdíl celkové výšky sněhu,cm,0,"07:00",
DLY,0-203-0-11302052001,1980-05-01T00:00Z,1988-05-31T23:59Z,API30,Index předchozích srážek,mm,1,"07:00",
DLY,0-203-0-11302052001,1980-05-01T00:00Z,1988-05-31T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11302052001,1980-05-01T00:00Z,1988-05-31T23:59Z,SNO,Nový sníh,cm,0,"07:00",
DLY,0-203-0-11302052001,1980-05-01T00:00Z,1988-05-31T23:59Z,SVH,Vodní hodnota,mm,0,"07:00",
DLY,0-203-0-11302052001,1980-05-01T00:00Z,1988-05-31T23:59Z,SCE,Výška sněhu,cm,0,"07:00",
DLY,0-203-0-11302052001,1988-07-01T00:00Z,1988-07-31T23:59Z,SNO,Nový sníh,cm,0,"07:00",
DLY,0-203-0-11302052001,1988-07-01T00:00Z,1988-07-31T23:59Z,API30,Index předchozích srážek,mm,1,"07:00",
DLY,0-203-0-11302052001,1988-07-01T00:00Z,1988-07-31T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11302052001,1988-07-01T00:00Z,1988-07-31T23:59Z,SVH,Vodní hodnota,mm,0,"07:00",
DLY,0-203-0-11302052001,1988-07-01T00:00Z,1988-07-31T23:59Z,SCE,Výška sněhu,cm,0,"07:00",
DLY,0-203-0-11302052001,1988-07-01T00:00Z,1988-07-31T23:59Z,SCEdif,Denní rozdíl celkové výšky sněhu,cm,0,"07:00",
DLY,0-203-0-11302052001,1988-09-01T00:00Z,1996-02-29T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11302052001,1988-09-01T00:00Z,1996-02-29T23:59Z,API30,Index předchozích srážek,mm,1,"07:00",
DLY,0-203-0-11302052001,1988-09-01T00:00Z,1996-02-29T23:59Z,SCEdif,Denní rozdíl celkové výšky sněhu,cm,0,"07:00",
DLY,0-203-0-11302052001,1988-09-01T00:00Z,1996-02-29T23:59Z,SCE,Výška sněhu,cm,0,"07:00",
DLY,0-203-0-11302052001,1988-09-01T00:00Z,1996-02-29T23:59Z,SVH,Vodní hodnota,mm,0,"07:00",
DLY,0-203-0-11302052001,1988-09-01T00:00Z,1996-02-29T23:59Z,SNO,Nový sníh,cm,0,"07:00",
DLY,0-203-0-11302052001,1996-04-01T00:00Z,3999-12-31T23:59Z,SCEdif,Denní rozdíl celkové výšky sněhu,cm,0,"07:00",
DLY,0-203-0-11302052001,1996-04-01T00:00Z,3999-12-31T23:59Z,API30,Index předchozích srážek,mm,1,"07:00",
DLY,0-203-0-11302052001,1996-04-01T00:00Z,3999-12-31T23:59Z,SVH,Vodní hodnota,mm,0,"07:00",
DLY,0-203-0-11302052001,1996-04-01T00:00Z,3999-12-31T23:59Z,SNO,Nový sníh,cm,0,"07:00",
DLY,0-203-0-11302052001,1996-04-01T00:00Z,3999-12-31T23:59Z,SCE,Výška sněhu,cm,0,"07:00",
DLY,0-203-0-11302052001,1996-04-01T00:00Z,3999-12-31T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11302057001,1905-01-01T00:00Z,1911-11-30T23:59Z,API30,Index předchozích srážek,mm,1,"07:00",
DLY,0-203-0-11302057001,1907-01-01T00:00Z,1911-11-30T23:59Z,SNO,Nový sníh,cm,0,"07:00",
DLY,0-203-0-11302057001,1905-01-01T00:00Z,1911-11-30T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11302057001,1907-01-01T00:00Z,1911-11-30T23:59Z,SCE,Výška sněhu,cm,0,"07:00",
DLY,0-203-0-11302057001,1907-01-01T00:00Z,1911-11-30T23:59Z,SCEdif,Denní rozdíl celkové výšky sněhu,cm,0,"07:00",
DLY,0-203-0-11302057001,1913-11-01T00:00Z,1914-07-31T23:59Z,SNO,Nový sníh,cm,0,"07:00",
DLY,0-203-0-11302057001,1913-11-01T00:00Z,1914-07-31T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11302057001,1913-11-01T00:00Z,1914-07-31T23:59Z,API30,Index předchozích srážek,mm,1,"07:00",
DLY,0-203-0-11302057001,1913-11-01T00:00Z,1914-07-31T23:59Z,SCEdif,Denní rozdíl celkové výšky sněhu,cm,0,"07:00",
DLY,0-203-0-11302057001,1913-11-01T00:00Z,1914-07-31T23:59Z,SCE,Výška sněhu,cm,0,"07:00",
DLY,0-203-0-11302057001,1919-09-01T00:00Z,1938-12-31T23:59Z,SNO,Nový sníh,cm,0,"07:00",
DLY,0-203-0-11302057001,1919-09-01T00:00Z,1945-06-30T23:59Z,API30,Index předchozích srážek,mm,1,"07:00",
DLY,0-203-0-11302057001,1919-09-01T00:00Z,1945-06-30T23:59Z,SCEdif,Denní rozdíl celkové výšky sněhu,cm,0,"07:00",
DLY,0-203-0-11302057001,1919-09-01T00:00Z,1945-06-30T23:59Z,SCE,Výška sněhu,cm,0,"07:00",
DLY,0-203-0-11302057001,1919-09-01T00:00Z,1945-06-30T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11302057001,1980-01-01T00:00Z,1988-11-30T23:59Z,SCEdif,Denní rozdíl celkové výšky sněhu,cm,0,"07:00",
DLY,0-203-0-11302057001,1980-01-01T00:00Z,1988-11-30T23:59Z,SCE,Výška sněhu,cm,0,"07:00",
DLY,0-203-0-11302057001,1980-01-01T00:00Z,1988-11-30T23:59Z,SVH,Vodní hodnota,mm,0,"07:00",
DLY,0-203-0-11302057001,1980-01-01T00:00Z,1988-11-30T23:59Z,API30,Index předchozích srážek,mm,1,"07:00",
DLY,0-203-0-11302057001,1980-01-01T00:00Z,1988-11-30T23:59Z,SNO,Nový sníh,cm,0,"07:00",
DLY,0-203-0-11302057001,1980-01-01T00:00Z,1988-11-30T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11302057001,1989-01-01T00:00Z,2015-06-02T11:29Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11302057001,1989-01-01T00:00Z,2015-06-02T11:29Z,API30,Index předchozích srážek,mm,1,"07:00",
DLY,0-203-0-11302057001,2015-06-02T11:30Z,2024-12-31T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11302057001,2025-01-01T00:00Z,3999-12-31T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11302057001,1989-01-01T00:00Z,3999-12-31T23:59Z,SVH,Vodní hodnota,mm,0,"07:00",
DLY,0-203-0-11302057001,1989-01-01T00:00Z,3999-12-31T23:59Z,SNO,Nový sníh,cm,0,"07:00",
DLY,0-203-0-11302057001,1989-01-01T00:00Z,3999-12-31T23:59Z,SCE,Výška sněhu,cm,0,"07:00",
DLY,0-203-0-11302057001,2015-06-02T11:30Z,3999-12-31T23:59Z,API30,Index předchozích srážek,mm,1,"07:00",
DLY,0-203-0-11302057001,1989-01-01T00:00Z,3999-12-31T23:59Z,SCEdif,Denní rozdíl celkové výšky sněhu,cm,0,"07:00",
DLY,0-203-0-11302059001,1962-11-01T00:00Z,1977-04-30T23:59Z,SNO,Nový sníh,cm,0,"07:00",
DLY,0-203-0-11302059001,1962-11-01T00:00Z,1977-04-30T23:59Z,SCEdif,Denní rozdíl celkové výšky sněhu,cm,0,"07:00",
DLY,0-203-0-11302059001,1962-11-01T00:00Z,1977-04-30T23:59Z,SCE,Výška sněhu,cm,0,"07:00",
DLY,0-203-0-11302059001,1962-11-01T00:00Z,1977-04-30T23:59Z,API30,Index předchozích srážek,mm,1,"07:00",
DLY,0-203-0-11302059001,1962-11-01T00:00Z,1977-04-30T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11302059001,1979-04-01T00:00Z,1980-05-31T23:59Z,SCEdif,Denní rozdíl celkové výšky sněhu,cm,0,"07:00",
DLY,0-203-0-11302059001,1979-04-01T00:00Z,1980-05-31T23:59Z,API30,Index předchozích srážek,mm,1,"07:00",
DLY,0-203-0-11302059001,1979-04-01T00:00Z,1980-05-31T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11302059001,1979-04-01T00:00Z,1980-05-31T23:59Z,SNO,Nový sníh,cm,0,"07:00",
DLY,0-203-0-11302059001,1979-04-01T00:00Z,1980-05-31T23:59Z,SCE,Výška sněhu,cm,0,"07:00",
DLY,0-203-0-11302065001,1945-10-01T00:00Z,1976-12-31T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11302065001,1945-10-01T00:00Z,1976-12-31T23:59Z,SCE,Výška sněhu,cm,0,"07:00",
DLY,0-203-0-11302065001,1945-10-01T00:00Z,1976-12-31T23:59Z,SCEdif,Denní rozdíl celkové výšky sněhu,cm,0,"07:00",
DLY,0-203-0-11302065001,1945-10-01T00:00Z,1976-12-31T23:59Z,SNO,Nový sníh,cm,0,"07:00",
DLY,0-203-0-11302065001,1945-10-01T00:00Z,1976-12-31T23:59Z,API30,Index předchozích srážek,mm,1,"07:00",
DLY,0-203-0-11302065001,1978-01-01T00:00Z,1980-08-31T23:59Z,SNO,Nový sníh,cm,0,"07:00",
DLY,0-203-0-11302065001,1978-01-01T00:00Z,1980-08-31T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11302065001,1978-01-01T00:00Z,1980-08-31T23:59Z,SCE,Výška sněhu,cm,0,"07:00",
DLY,0-203-0-11302065001,1978-01-01T00:00Z,1980-08-31T23:59Z,API30,Index předchozích srážek,mm,1,"07:00",
DLY,0-203-0-11302065001,1978-01-01T00:00Z,1980-08-31T23:59Z,SCEdif,Denní rozdíl celkové výšky sněhu,cm,0,"07:00",
DLY,0-203-0-11302066001,1897-01-01T00:00Z,1949-12-31T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11302066001,1963-08-01T00:00Z,1974-10-31T23:59Z,SCE,Výška sněhu,cm,0,"07:00",
DLY,0-203-0-11302066001,1963-08-01T00:00Z,1974-10-31T23:59Z,SNO,Nový sníh,cm,0,"07:00",
DLY,0-203-0-11302066001,1963-08-01T00:00Z,1974-10-31T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11302066001,1963-08-01T00:00Z,1974-10-31T23:59Z,API30,Index předchozích srážek,mm,1,"07:00",
DLY,0-203-0-11302066001,1963-08-01T00:00Z,1974-10-31T23:59Z,SCEdif,Denní rozdíl celkové výšky sněhu,cm,0,"07:00",
DLY,0-203-0-11302082001,1980-01-01T00:00Z,2015-05-12T11:19Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11302082001,1980-01-01T00:00Z,2015-05-12T11:19Z,API30,Index předchozích srážek,mm,1,"07:00",
DLY,0-203-0-11302082001,2015-05-12T11:20Z,2022-05-04T09:19Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11302082001,2022-05-04T09:20Z,2024-12-31T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11302082001,2015-05-12T11:20Z,3999-12-31T23:59Z,API30,Index předchozích srážek,mm,1,"07:00",
DLY,0-203-0-11302082001,1980-01-01T00:00Z,3999-12-31T23:59Z,SCE,Výška sněhu,cm,0,"07:00",
DLY,0-203-0-11302082001,1980-01-01T00:00Z,3999-12-31T23:59Z,SCEdif,Denní rozdíl celkové výšky sněhu,cm,0,"07:00",
DLY,0-203-0-11302082001,2025-01-01T00:00Z,3999-12-31T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11302082001,1980-01-01T00:00Z,3999-12-31T23:59Z,SNO,Nový sníh,cm,0,"07:00",
DLY,0-203-0-11302082001,1980-01-01T00:00Z,3999-12-31T23:59Z,SVH,Vodní hodnota,mm,0,"07:00",
DLY,0-203-0-11302113001,1946-02-01T00:00Z,1951-02-28T23:58Z,SNO,Nový sníh,cm,0,"07:00",
DLY,0-203-0-11302113001,1897-01-01T00:00Z,1951-02-28T23:58Z,SRA,Srážka,mm,1,"07:00",
