OBS_TYPE,WSI,BEGIN_DATE,END_DATE,EG_EL_ABBREVIATION,NAME,UN_DESCRIPTION,HEIGHT,SCHEDULE,
DLY,0-20000-0-11406,1865-06-01T00:00Z,1919-12-31T23:59Z,TMA,Teplota max,°C,2,"21:00",
DLY,0-20000-0-11406,1863-10-01T00:00Z,1919-12-31T23:59Z,T,Teplota,°C,2,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,1865-06-01T00:00Z,1919-12-31T23:59Z,TMI,Teplota min,°C,2,"21:00",
DLY,0-20000-0-11406,1933-05-07T00:00Z,1938-04-30T23:59Z,SSV,Sluneční svit,hod,2,"00:00",
DLY,0-20000-0-11406,1943-06-01T00:00Z,1945-01-31T23:59Z,SSV,Sluneční svit,hod,2,"00:00",
DLY,0-20000-0-11406,1955-01-01T00:00Z,1960-11-30T23:59Z,P,Tlak vzduchu,hPa,1,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,1956-06-01T00:00Z,1960-12-31T23:59Z,SSV,Sluneční svit,hod,2,"00:00",
DLY,0-20000-0-11406,1955-01-01T00:00Z,1960-12-31T23:59Z,D10,Směr větru des,stupně/10,10,"07:00,14:00,21:00",
DLY,0-20000-0-11406,1955-01-01T00:00Z,1960-12-31T23:59Z,F,Rychlost větru,m/s,10,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,1959-11-01T00:00Z,1981-12-31T23:59Z,Fmax,Max rychlost,m/s,10,"00:00",
DLY,0-20000-0-11406,1982-01-01T00:00Z,1990-12-31T23:59Z,Fmax,Max rychlost,m/s,10,"00:00",
DLY,0-20000-0-11406,1955-01-01T00:00Z,1999-12-31T23:59Z,TMI,Teplota min,°C,2,"21:00",
DLY,0-20000-0-11406,1955-01-01T00:00Z,1999-12-31T23:59Z,TMA,Teplota max,°C,2,"21:00",
DLY,0-20000-0-11406,1961-01-01T00:00Z,2000-11-30T23:59Z,P,Tlak vzduchu,hPa,1,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,1955-01-01T00:00Z,2000-12-31T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-20000-0-11406,1955-01-01T00:00Z,2000-12-31T23:59Z,H,Vlhkost relat,%,2,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,1991-01-01T00:00Z,2000-12-31T23:59Z,Fmax,Max rychlost,m/s,10,"00:00",
DLY,0-20000-0-11406,1961-01-01T00:00Z,2000-12-31T23:59Z,F,Rychlost větru,m/s,10,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,2000-01-01T00:00Z,2000-12-31T23:59Z,TMI,Teplota min,°C,2,"21:00",
DLY,0-20000-0-11406,1959-11-01T00:00Z,2000-12-31T23:59Z,Dmax,Směr Fmax,stupně,10,"00:00",
DLY,0-20000-0-11406,2000-01-01T00:00Z,2000-12-31T23:59Z,TMA,Teplota max,°C,2,"21:00",
DLY,0-20000-0-11406,1959-11-01T00:00Z,2000-12-31T23:59Z,Casmax,Čas maxima,kód,10,"00:00",
DLY,0-20000-0-11406,1955-01-01T00:00Z,2000-12-31T23:59Z,T,Teplota,°C,2,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,1955-01-01T00:00Z,2000-12-31T23:59Z,API30,Index předchozích srážek,mm,1,"07:00",
DLY,0-20000-0-11406,1955-01-01T00:00Z,2000-12-31T23:59Z,E,Tlak páry,hPa,2,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,1961-01-01T00:00Z,2003-12-31T23:59Z,T05,Teplota půdy 5,°C,-.05,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,1955-01-01T00:00Z,2003-12-31T23:59Z,TPM,Teplota příz,°C,.05,"07:00",
DLY,0-20000-0-11406,1961-01-01T00:00Z,2003-12-31T23:59Z,T100,Teplota půdy100,°C,-1,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,2001-01-01T00:00Z,2003-12-31T23:59Z,TMI,Teplota min,°C,2.05,"21:00",
DLY,0-20000-0-11406,1961-01-01T00:00Z,2003-12-31T23:59Z,T10,Teplota půdy 10,°C,-.1,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,2001-01-01T00:00Z,2003-12-31T23:59Z,F,Rychlost větru,m/s,10,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,1961-01-01T00:00Z,2003-12-31T23:59Z,SSV,Sluneční svit,hod,2,"00:00",
DLY,0-20000-0-11406,1961-01-01T00:00Z,2003-12-31T23:59Z,T50,Teplota půdy 50,°C,-.5,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,2000-12-01T00:00Z,2003-12-31T23:59Z,P,Tlak vzduchu,hPa,7,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,2001-01-01T00:00Z,2003-12-31T23:59Z,T,Teplota,°C,2.05,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,1961-01-01T00:00Z,2003-12-31T23:59Z,T20,Teplota půdy 20,°C,-.2,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,2001-01-01T00:00Z,2003-12-31T23:59Z,TMA,Teplota max,°C,2.05,"21:00",
DLY,0-20000-0-11406,2004-01-01T00:00Z,2004-05-17T23:59Z,T10,Teplota půdy 10,°C,-.1,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,2004-01-01T00:00Z,2006-03-31T23:59Z,T20,Teplota půdy 20,°C,-.2,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,2004-05-18T00:00Z,2006-03-31T23:59Z,T10,Teplota půdy 10,°C,-.1,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,2004-01-01T00:00Z,2006-03-31T23:59Z,T100,Teplota půdy100,°C,-1,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,2004-01-01T00:00Z,2006-03-31T23:59Z,T05,Teplota půdy 5,°C,-.05,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,2004-01-01T00:00Z,2006-03-31T23:59Z,T50,Teplota půdy 50,°C,-.5,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,2004-01-01T00:00Z,2009-06-03T23:59Z,F,Rychlost větru,m/s,10,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,1961-01-01T00:00Z,2009-06-03T23:59Z,D10,Směr větru des,stupně/10,10,"07:00,14:00,21:00",
DLY,0-20000-0-11406,2001-01-01T00:00Z,2009-06-03T23:59Z,Casmax,Čas maxima,kód,10,"00:00",
DLY,0-20000-0-11406,2001-01-01T00:00Z,2009-11-01T23:59Z,API30,Index předchozích srážek,mm,1,"07:00",
DLY,0-20000-0-11406,2009-06-04T00:00Z,2009-11-01T23:59Z,D10,Směr větru des,stupně/10,10,"07:00,14:00,21:00",
DLY,0-20000-0-11406,2006-04-01T00:00Z,2009-12-31T23:59Z,T20,Teplota půdy 20,°C,-.2,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,2006-04-01T00:00Z,2009-12-31T23:59Z,T10,Teplota půdy 10,°C,-.1,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,2006-04-01T00:00Z,2009-12-31T23:59Z,T05,Teplota půdy 5,°C,-.05,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,2006-04-01T00:00Z,2009-12-31T23:59Z,T50,Teplota půdy 50,°C,-.5,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,2006-04-01T00:00Z,2009-12-31T23:59Z,T100,Teplota půdy100,°C,-1,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,2001-01-01T00:00Z,2010-01-31T23:59Z,Fmax,Max rychlost,m/s,10,"00:00",
DLY,0-20000-0-11406,2004-01-01T00:00Z,2010-01-31T23:59Z,P,Tlak vzduchu,hPa,7,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,2004-01-01T00:00Z,2010-01-31T23:59Z,TMA,Teplota max,°C,2.05,"21:00",
DLY,0-20000-0-11406,2004-01-01T00:00Z,2010-01-31T23:59Z,TPM,Teplota příz,°C,.05,"07:00",
DLY,0-20000-0-11406,2004-01-01T00:00Z,2010-01-31T23:59Z,TMI,Teplota min,°C,2.05,"21:00",
DLY,0-20000-0-11406,2010-01-01T00:00Z,2010-01-31T23:59Z,T05,Teplota půdy 5,°C,-.05,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,2010-01-01T00:00Z,2010-01-31T23:59Z,T50,Teplota půdy 50,°C,-.5,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,2001-01-01T00:00Z,2010-01-31T23:59Z,H,Vlhkost relat,%,2,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,2001-01-01T00:00Z,2010-01-31T23:59Z,Dmax,Směr Fmax,stupně,10,"00:00",
DLY,0-20000-0-11406,2004-01-01T00:00Z,2010-01-31T23:59Z,T,Teplota,°C,2.05,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,2010-01-01T00:00Z,2010-01-31T23:59Z,T20,Teplota půdy 20,°C,-.2,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,2010-01-01T00:00Z,2010-01-31T23:59Z,T100,Teplota půdy100,°C,-1,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,2009-06-04T00:00Z,2010-01-31T23:59Z,F,Rychlost větru,m/s,10,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,2010-01-01T00:00Z,2010-01-31T23:59Z,T10,Teplota půdy 10,°C,-.1,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,2004-01-01T00:00Z,2010-01-31T23:59Z,TMInoc,Teplota min,°C,2.05,"07:00",
DLY,0-20000-0-11406,2009-06-04T00:00Z,2010-02-19T09:29Z,Casmax,Čas maxima,kód,10,"00:00",
DLY,0-20000-0-11406,2010-02-01T00:00Z,2010-02-19T09:59Z,TMA,Teplota max,°C,2.05,"21:00",
DLY,0-20000-0-11406,2010-02-01T00:00Z,2010-02-19T09:59Z,T10,Teplota půdy 10,°C,-.1,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,2010-02-01T00:00Z,2010-02-19T09:59Z,T20,Teplota půdy 20,°C,-.2,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,2010-02-01T00:00Z,2010-02-19T09:59Z,F,Rychlost větru,m/s,10,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,2010-02-01T00:00Z,2010-02-19T09:59Z,T50,Teplota půdy 50,°C,-.5,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,2010-02-01T00:00Z,2010-02-19T09:59Z,TPM,Teplota příz,°C,.05,"07:00",
DLY,0-20000-0-11406,2010-02-01T00:00Z,2010-02-19T09:59Z,T05,Teplota půdy 5,°C,-.05,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,2010-02-01T00:00Z,2010-02-19T09:59Z,TMI,Teplota min,°C,2.05,"21:00",
DLY,0-20000-0-11406,2010-02-01T00:00Z,2010-02-19T09:59Z,T100,Teplota půdy100,°C,-1,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,2010-02-01T00:00Z,2010-02-19T09:59Z,Fmax,Max rychlost,m/s,10,"00:00",
DLY,0-20000-0-11406,2010-02-01T00:00Z,2010-02-19T09:59Z,Dmax,Směr Fmax,stupně,10,"00:00",
DLY,0-20000-0-11406,2010-02-01T00:00Z,2010-02-19T10:19Z,T,Teplota,°C,2.05,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,2010-02-01T00:00Z,2010-02-19T10:19Z,P,Tlak vzduchu,hPa,7,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,2010-02-01T00:00Z,2010-02-19T10:19Z,H,Vlhkost relat,%,2,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,2010-02-19T10:00Z,2010-02-28T23:59Z,TMA,Teplota max,°C,2.05,"21:00",
DLY,0-20000-0-11406,2010-02-19T10:00Z,2010-02-28T23:59Z,T50,Teplota půdy 50,°C,-.5,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,2010-02-19T10:00Z,2010-02-28T23:59Z,TMI,Teplota min,°C,2.05,"21:00",
DLY,0-20000-0-11406,2010-02-19T10:00Z,2010-02-28T23:59Z,TPM,Teplota příz,°C,.05,"07:00",
DLY,0-20000-0-11406,2010-02-19T10:00Z,2010-02-28T23:59Z,T100,Teplota půdy100,°C,-1,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,2010-02-19T10:20Z,2010-02-28T23:59Z,P,Tlak vzduchu,hPa,7,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,2010-02-19T10:00Z,2010-02-28T23:59Z,T05,Teplota půdy 5,°C,-.05,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,2010-02-19T10:20Z,2010-02-28T23:59Z,H,Vlhkost relat,%,2,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,2010-02-19T10:00Z,2010-02-28T23:59Z,F,Rychlost větru,m/s,10,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,2010-02-19T10:00Z,2010-02-28T23:59Z,T20,Teplota půdy 20,°C,-.2,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,2010-02-19T10:20Z,2010-02-28T23:59Z,T,Teplota,°C,2.05,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,2010-02-19T10:00Z,2010-02-28T23:59Z,Dmax,Směr Fmax,stupně,10,"00:00",
DLY,0-20000-0-11406,2010-02-19T10:00Z,2010-02-28T23:59Z,Fmax,Max rychlost,m/s,10,"00:00",
DLY,0-20000-0-11406,2010-02-19T10:00Z,2010-02-28T23:59Z,T10,Teplota půdy 10,°C,-.1,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,2001-01-01T00:00Z,2010-06-22T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-20000-0-11406,2010-03-01T00:00Z,2016-12-31T23:59Z,Dmax,Směr Fmax,stupně,10.15,"00:00",
DLY,0-20000-0-11406,2010-03-01T00:00Z,2016-12-31T23:59Z,Fmax,Max rychlost,m/s,10.15,"00:00",
DLY,0-20000-0-11406,2010-02-19T09:30Z,2016-12-31T23:59Z,Casmax,Čas maxima,kód,10.15,"00:00",
DLY,0-20000-0-11406,2010-03-01T00:00Z,2017-12-31T23:59Z,F,Rychlost větru,m/s,10.15,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,2010-03-01T00:00Z,2017-12-31T23:59Z,TMI,Teplota min,°C,2.01,"21:00",
DLY,0-20000-0-11406,2009-11-02T00:00Z,2017-12-31T23:59Z,D10,Směr větru des,stupně/10,10.15,"07:00,14:00,21:00",
DLY,0-20000-0-11406,2010-03-01T00:00Z,2017-12-31T23:59Z,H,Vlhkost relat,%,2,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,2010-03-01T00:00Z,2017-12-31T23:59Z,TPM,Teplota příz,°C,.05,"07:00",
DLY,0-20000-0-11406,2004-01-01T00:00Z,2017-12-31T23:59Z,SSV,Sluneční svit,hod,2,"00:00",
DLY,0-20000-0-11406,2010-03-01T00:00Z,2017-12-31T23:59Z,T,Teplota,°C,2.01,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,2010-03-01T00:00Z,2017-12-31T23:59Z,TMA,Teplota max,°C,2.01,"21:00",
DLY,0-20000-0-11406,2010-03-01T00:00Z,2017-12-31T23:59Z,P,Tlak vzduchu,hPa,7,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,2018-01-01T00:00Z,2018-03-25T23:59Z,F,Rychlost větru,m/s,10.15,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,2017-01-01T00:00Z,2018-03-25T23:59Z,Fmax,Max rychlost,m/s,10.15,"00:00",
DLY,0-20000-0-11406,2018-01-01T00:00Z,2018-03-25T23:59Z,D10,Směr větru des,stupně/10,10.15,"07:00,14:00,21:00",
DLY,0-20000-0-11406,2017-01-01T00:00Z,2018-03-25T23:59Z,Casmax,Čas maxima,kód,10.15,"00:00",
DLY,0-20000-0-11406,2017-01-01T00:00Z,2018-03-25T23:59Z,Dmax,Směr Fmax,stupně,10.15,"00:00",
DLY,0-20000-0-11406,2018-01-01T00:00Z,2020-04-26T23:59Z,SSV,Sluneční svit,hod,2,"00:00",
DLY,0-20000-0-11406,2018-01-01T00:00Z,2021-01-31T23:59Z,T,Teplota,°C,2.01,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,2018-01-01T00:00Z,2021-01-31T23:59Z,TMI,Teplota min,°C,2.01,"21:00",
DLY,0-20000-0-11406,2010-06-23T00:00Z,2021-01-31T23:59Z,SRA,Srážka,mm,1.04,"07:00",
DLY,0-20000-0-11406,2010-03-01T00:00Z,2021-01-31T23:59Z,TMInoc,Teplota min,°C,2.01,"07:00",
DLY,0-20000-0-11406,2018-01-01T00:00Z,2021-01-31T23:59Z,TMA,Teplota max,°C,2.01,"21:00",
DLY,0-20000-0-11406,2018-01-01T00:00Z,2024-02-14T07:59Z,TPM,Teplota příz,°C,.05,"07:00",
DLY,0-20000-0-11406,2021-02-01T00:00Z,2024-12-31T23:59Z,SRA,Srážka,mm,1.02,"07:00",
DLY,0-20000-0-11406,2010-03-01T00:00Z,3999-12-31T23:59Z,T50,Teplota půdy 50,°C,-.5,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,2010-03-01T00:00Z,3999-12-31T23:59Z,T100,Teplota půdy100,°C,-1,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,2021-02-01T00:00Z,3999-12-31T23:59Z,TMI,Teplota min,°C,2.08,"21:00",
DLY,0-20000-0-11406,2018-03-26T00:00Z,3999-12-31T23:59Z,Fmax,Max rychlost,m/s,10.15,"00:00",
DLY,0-20000-0-11406,2018-01-01T00:00Z,3999-12-31T23:59Z,H,Vlhkost relat,%,2,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,2018-03-26T00:00Z,3999-12-31T23:59Z,D10,Směr větru des,stupně/10,10.15,"07:00,14:00,21:00",
DLY,0-20000-0-11406,1955-01-01T00:00Z,3999-12-31T23:59Z,SCE,Výška sněhu,cm,0,"07:00",
DLY,0-20000-0-11406,2021-02-01T00:00Z,3999-12-31T23:59Z,T,Teplota,°C,2.08,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,2021-02-01T00:00Z,3999-12-31T23:59Z,TMInoc,Teplota min,°C,2.08,"07:00",
DLY,0-20000-0-11406,2018-03-26T00:00Z,3999-12-31T23:59Z,Casmax,Čas maxima,kód,10.15,"00:00",
DLY,0-20000-0-11406,1968-06-01T00:00Z,3999-12-31T23:59Z,VY,Výpar,mm,0,"07:00",
DLY,0-20000-0-11406,2021-02-01T00:00Z,3999-12-31T23:59Z,TMA,Teplota max,°C,2.08,"21:00",
DLY,0-20000-0-11406,2018-01-01T00:00Z,3999-12-31T23:59Z,P,Tlak vzduchu,hPa,7,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,2010-03-01T00:00Z,3999-12-31T23:59Z,T10,Teplota půdy 10,°C,-.1,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,2010-03-01T00:00Z,3999-12-31T23:59Z,T05,Teplota půdy 5,°C,-.05,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,1955-01-01T00:00Z,3999-12-31T23:59Z,SVH,Vodní hodnota,mm,0,"07:00",
DLY,0-20000-0-11406,2025-01-01T00:00Z,3999-12-31T23:59Z,SRA,Srážka,mm,1.02,"07:00",
DLY,0-20000-0-11406,2024-02-14T08:00Z,3999-12-31T23:59Z,TPM,Teplota příz,°C,.05,"07:00",
DLY,0-20000-0-11406,2010-03-01T00:00Z,3999-12-31T23:59Z,T20,Teplota půdy 20,°C,-.2,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,2020-04-27T00:00Z,3999-12-31T23:59Z,SSV,Sluneční svit,hod,2.3,"00:00",
DLY,0-20000-0-11406,2018-03-26T00:00Z,3999-12-31T23:59Z,F,Rychlost větru,m/s,10.15,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11406,1955-01-01T00:00Z,3999-12-31T23:59Z,SNO,Nový sníh,cm,0,"07:00",
DLY,0-20000-0-11406,2018-03-26T00:00Z,3999-12-31T23:59Z,Dmax,Směr Fmax,stupně,10.15,"00:00",
DLY,0-20000-0-11406,2009-11-02T00:00Z,3999-12-31T23:59Z,API30,Index předchozích srážek,mm,1.04,"07:00",
DLY,0-20000-0-11406,1955-01-01T00:00Z,3999-12-31T23:59Z,SCEdif,Denní rozdíl celkové výšky sněhu,cm,0,"07:00",
DLY,0-20000-0-11406,2001-01-01T00:00Z,3999-12-31T23:59Z,E,Tlak páry,hPa,2.01,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11414,1950-06-01T00:00Z,1950-09-30T23:59Z,Dmax,Směr Fmax,stupně,10,"00:00",
DLY,0-20000-0-11414,1950-06-01T00:00Z,1950-09-30T23:59Z,Casmax,Čas maxima,kód,10,"00:00",
DLY,0-20000-0-11414,1950-06-01T00:00Z,1950-09-30T23:59Z,Fmax,Max rychlost,m/s,10,"00:00",
DLY,0-20000-0-11414,1951-04-01T00:00Z,1951-09-30T23:59Z,Fmax,Max rychlost,m/s,10,"00:00",
DLY,0-20000-0-11414,1951-04-01T00:00Z,1951-09-30T23:59Z,Dmax,Směr Fmax,stupně,10,"00:00",
DLY,0-20000-0-11414,1951-04-01T00:00Z,1951-09-30T23:59Z,Casmax,Čas maxima,kód,10,"00:00",
DLY,0-20000-0-11414,1955-06-01T00:00Z,1955-09-30T23:59Z,Casmax,Čas maxima,kód,10,"00:00",
DLY,0-20000-0-11414,1955-06-01T00:00Z,1955-09-30T23:59Z,Dmax,Směr Fmax,stupně,10,"00:00",
DLY,0-20000-0-11414,1955-06-01T00:00Z,1955-09-30T23:59Z,Fmax,Max rychlost,m/s,10,"00:00",
DLY,0-20000-0-11414,1956-05-01T00:00Z,1956-08-31T23:59Z,Fmax,Max rychlost,m/s,10,"00:00",
DLY,0-20000-0-11414,1956-05-01T00:00Z,1956-08-31T23:59Z,Casmax,Čas maxima,kód,10,"00:00",
DLY,0-20000-0-11414,1956-05-01T00:00Z,1956-08-31T23:59Z,Dmax,Směr Fmax,stupně,10,"00:00",
DLY,0-20000-0-11414,1957-05-01T00:00Z,1957-09-30T23:59Z,Fmax,Max rychlost,m/s,10,"00:00",
DLY,0-20000-0-11414,1957-05-01T00:00Z,1957-09-30T23:59Z,Dmax,Směr Fmax,stupně,10,"00:00",
DLY,0-20000-0-11414,1957-05-01T00:00Z,1957-09-30T23:59Z,Casmax,Čas maxima,kód,10,"00:00",
DLY,0-20000-0-11414,1958-05-01T00:00Z,1958-07-31T23:59Z,Casmax,Čas maxima,kód,10,"00:00",
DLY,0-20000-0-11414,1958-05-01T00:00Z,1958-07-31T23:59Z,Fmax,Max rychlost,m/s,10,"00:00",
DLY,0-20000-0-11414,1958-05-01T00:00Z,1958-07-31T23:59Z,Dmax,Směr Fmax,stupně,10,"00:00",
DLY,0-20000-0-11414,1961-04-17T00:00Z,1965-12-31T23:59Z,H,Vlhkost relat,%,2,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11414,1961-04-17T00:00Z,1965-12-31T23:59Z,E,Tlak páry,hPa,0,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11414,1961-04-17T00:00Z,1979-07-31T23:59Z,D10,Směr větru des,stupně/10,10,"07:00,14:00,21:00",
DLY,0-20000-0-11414,1961-11-01T00:00Z,1980-12-31T23:59Z,Casmax,Čas maxima,kód,10,"00:00",
DLY,0-20000-0-11414,1961-11-01T00:00Z,1980-12-31T23:59Z,Fmax,Max rychlost,m/s,10,"00:00",
DLY,0-20000-0-11414,1961-11-01T00:00Z,1980-12-31T23:59Z,Dmax,Směr Fmax,stupně,10,"00:00",
DLY,0-20000-0-11414,1982-01-01T00:00Z,1994-06-30T23:59Z,Fmax,Max rychlost,m/s,10,"00:00",
DLY,0-20000-0-11414,1982-01-01T00:00Z,1996-12-31T23:59Z,Dmax,Směr Fmax,stupně,10,"00:00",
DLY,0-20000-0-11414,1982-01-01T00:00Z,1996-12-31T23:59Z,Casmax,Čas maxima,kód,10,"00:00",
DLY,0-20000-0-11414,1994-07-01T00:00Z,1996-12-31T23:59Z,Fmax,Max rychlost,m/s,10,"00:00",
DLY,0-20000-0-11414,1961-04-17T00:00Z,1999-12-31T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-20000-0-11414,1961-04-17T00:00Z,1999-12-31T23:59Z,F,Rychlost větru,m/s,10,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11414,1979-01-01T00:00Z,1999-12-31T23:59Z,E,Tlak páry,hPa,0,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11414,1961-04-17T00:00Z,1999-12-31T23:59Z,TMI,Teplota min,°C,2,"21:00",
DLY,0-20000-0-11414,1961-04-17T00:00Z,1999-12-31T23:59Z,TMA,Teplota max,°C,2,"21:00",
DLY,0-20000-0-11414,1961-04-17T00:00Z,1999-12-31T23:59Z,T,Teplota,°C,2,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11414,1961-04-17T00:00Z,1999-12-31T23:59Z,TPM,Teplota příz,°C,.05,"07:00",
DLY,0-20000-0-11414,1979-09-01T00:00Z,1999-12-31T23:59Z,D10,Směr větru des,stupně/10,10,"07:00,14:00,21:00",
DLY,0-20000-0-11414,1979-01-01T00:00Z,1999-12-31T23:59Z,H,Vlhkost relat,%,2,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11414,1961-04-17T00:00Z,1999-12-31T23:59Z,API30,Index předchozích srážek,mm,1,"07:00",
DLY,0-20000-0-11414,1982-09-01T00:00Z,2003-12-31T23:59Z,T20,Teplota půdy 20,°C,-.2,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11414,1982-09-01T00:00Z,2003-12-31T23:59Z,T05,Teplota půdy 5,°C,-.05,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11414,1985-10-01T00:00Z,2003-12-31T23:59Z,T50,Teplota půdy 50,°C,-.5,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11414,2000-01-01T00:00Z,2003-12-31T23:59Z,H,Vlhkost relat,%,2,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11414,1982-09-01T00:00Z,2004-04-30T23:59Z,T10,Teplota půdy 10,°C,-.1,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11414,2004-05-01T00:00Z,2004-05-31T23:59Z,T10,Teplota půdy 10,°C,-.1,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11414,2004-01-01T00:00Z,2004-05-31T23:59Z,T50,Teplota půdy 50,°C,-.5,"AVG",
DLY,0-20000-0-11414,2004-01-01T00:00Z,2004-05-31T23:59Z,T20,Teplota půdy 20,°C,-.2,"AVG",
DLY,0-20000-0-11414,2000-01-01T00:00Z,2004-06-30T23:59Z,TPM,Teplota příz,°C,.05,"07:00",
DLY,0-20000-0-11414,2000-01-01T00:00Z,2004-06-30T23:59Z,TMA,Teplota max,°C,2.01,"21:00",
DLY,0-20000-0-11414,2004-01-01T00:00Z,2004-06-30T23:59Z,H,Vlhkost relat,%,2,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11414,2002-01-01T00:00Z,2004-06-30T23:59Z,Fmax,Max rychlost,m/s,6,"00:00",
DLY,0-20000-0-11414,1961-04-17T00:00Z,2004-06-30T23:59Z,P,Tlak vzduchu,hPa,1,"AVG,07:00,14:00,21:00",
DLY,0-20000-0-11414,2000-01-01T00:00Z,2004-06-30T23:59Z,F,Rychlost větru,m/s,6,"AVG,07:00,14:00,21:00",
