datum_zobrazeni;datum;body;incidence14_100;incidence14_100_body;incidence_65_14_100;incidence_65_14_100_body;incidence_65_roste;incidence_65_roste_body;simple_r;simple_r_body;pozit_perc_test;pozit_perc_test_body;pozit_perc_test_roste;pozit_perc_test_roste_body;podil_zachycen_hosp;podil_zachycen_hosp_body;podil_zachycen_hosp_roste;podil_zachycen_hosp_roste_body
2021-07-17;2021-07-16;48;26.920762700000;4;5.003887200000;0;1;2;1.175386882829;12;;;;;0.456140350877;30;0;0
2021-07-18;2021-07-17;43;27.593548200000;4;5.096551800000;0;1;2;1.111488783140;12;;;;;0.440677966101;25;0;0
2021-07-19;2021-07-18;37;27.668302100000;4;5.003887200000;0;1;2;0.953626634958;6;;;;;0.413793103448;25;0;0
2021-07-20;2021-07-19;37;28.499939700000;4;5.328213300000;0;1;2;0.948918269230;6;;;;;0.409090909090;25;0;0
2021-07-21;2021-07-20;37;30.275345800000;4;5.698871600000;0;1;2;0.950000000000;6;;;;;0.408450704225;25;0;0
2021-07-22;2021-07-21;28;29.826822200000;4;5.606207000000;0;1;2;0.957993730407;6;;;;;0.347826086956;16;0;0
2021-07-23;2021-07-22;28;29.312888800000;4;5.513542400000;0;1;2;0.915596330275;6;;;;;0.323943661971;16;0;0
2021-07-24;2021-07-23;22;28.415841500000;4;5.606207000000;0;1;2;0.901496259351;6;;;;;0.281690140845;10;0;0
2021-07-25;2021-07-24;19;28.116825800000;4;5.652539300000;0;1;2;0.870170994300;3;;;;;0.270270270270;10;0;0
2021-07-26;2021-07-25;19;27.490761500000;4;5.559874700000;0;1;2;0.858793324775;3;;;;;0.272727272727;10;0;0
2021-07-27;2021-07-26;19;27.060926400000;4;5.374545500000;0;1;2;0.861910994764;3;;;;;0.277108433734;10;0;0
2021-07-28;2021-07-27;20;26.416173600000;4;5.142884100000;0;0;0;0.847695390781;3;;;;;0.290697674418;13;0;0
2021-07-29;2021-07-28;20;25.771420900000;4;4.911222600000;0;0;0;0.850622406639;3;;;;;0.295454545454;13;0;0
2021-07-30;2021-07-29;28;25.575191800000;4;5.235548700000;0;0;0;0.902474526928;6;;;;;0.344086021505;16;1;2
2021-07-31;2021-07-30;27;24.622079100000;2;5.003887200000;0;0;0;0.888639760837;3;;;;;0.351648351648;20;1;2
2021-08-01;2021-07-31;23;23.855851200000;2;4.772225800000;0;0;0;0.895216400911;3;;;;;0.347826086956;16;1;2
2021-08-02;2021-08-01;30;23.491425700000;2;4.725893500000;0;0;0;0.926713947990;6;;;;;0.361702127659;20;1;2
2021-08-03;2021-08-02;26;22.865361500000;2;4.911222600000;0;0;0;0.918699186991;6;;;;;0.344086021505;16;1;2
2021-08-04;2021-08-03;23;22.276674200000;2;4.957554900000;0;0;0;0.899193548387;3;;;;;0.340659340659;16;1;2
2021-08-05;2021-08-04;30;22.061756600000;2;4.864890400000;0;0;0;0.951219512195;6;;;;;0.350515463917;20;1;2
2021-08-06;2021-08-05;30;21.781429300000;2;4.911222600000;0;0;0;0.925360474978;6;;;;;0.361702127659;20;1;2
2021-08-07;2021-08-06;30;21.631921500000;2;4.957554900000;0;0;0;0.957482993197;6;;;;;0.387755102040;20;1;2
2021-08-08;2021-08-07;40;21.902904500000;2;4.864890400000;0;1;2;1.030973451327;9;;;;;0.408163265306;25;1;2
2021-08-09;2021-08-08;40;22.145854800000;2;4.957554900000;0;1;2;1.070852017937;9;;;;;0.413043478260;25;1;2
2021-08-10;2021-08-09;38;21.865527500000;2;4.772225800000;0;0;0;1.069849690539;9;;;;;0.435294117647;25;1;2
2021-08-11;2021-08-10;41;21.940281500000;2;4.772225800000;0;0;0;1.130155820348;12;;;;;0.415730337078;25;1;2
2021-08-12;2021-08-11;43;22.183231800000;2;5.050219500000;0;1;2;1.103907637655;12;;;;;0.449438202247;25;1;2
2021-08-13;2021-08-12;38;22.052412400000;2;4.772225800000;0;0;0;1.089270386266;9;;;;;0.445783132530;25;1;2
2021-08-14;2021-08-13;40;22.781263300000;2;5.003887200000;0;1;2;1.098827470686;9;;;;;0.411764705882;25;1;2
2021-08-15;2021-08-14;40;23.033557800000;2;5.050219500000;0;1;2;1.074380165289;9;;;;;0.426966292134;25;1;2
2021-08-16;2021-08-15;40;23.033557800000;2;5.142884100000;0;1;2;1.030819140308;9;;;;;0.422222222222;25;1;2
2021-08-17;2021-08-16;38;23.622245100000;2;5.142884100000;0;1;2;1.060337892196;9;;;;;0.428571428571;25;0;0
2021-08-18;2021-08-17;38;24.210932400000;2;5.513542400000;0;1;2;1.070133963750;9;;;;;0.410526315789;25;0;0
2021-08-19;2021-08-18;38;24.210932400000;2;5.745203900000;0;1;2;1.027439024390;9;;;;;0.434782608695;25;0;0
2021-08-20;2021-08-19;38;24.220276600000;2;5.606207000000;0;1;2;1.017692307692;9;;;;;0.424242424242;25;0;0
2021-08-21;2021-08-20;38;24.192243900000;2;5.513542400000;0;1;2;1.004720692368;9;;;;;0.410000000000;25;0;0
2021-08-22;2021-08-21;35;23.996014800000;2;5.745203900000;0;1;2;0.962063732928;6;;;;;0.410000000000;25;0;0
2021-08-23;2021-08-22;37;24.005359100000;2;5.837868400000;0;1;2;0.955817378497;6;;;;;0.423076923076;25;1;2
2021-08-24;2021-08-23;35;24.397817200000;2;5.745203900000;0;1;2;0.959198813056;6;;;;;0.409523809523;25;0;0
2021-08-25;2021-08-24;30;24.285686300000;2;6.162194500000;0;1;2;0.938019652305;6;;;;;0.385321100917;20;0;0
2021-08-26;2021-08-25;33;24.537980900000;2;6.440188200000;0;1;2;1.000783085356;9;;;;;0.357142857142;20;0;0
2021-08-27;2021-08-26;29;24.734210000000;2;6.579185100000;0;1;2;1.044164037854;9;;;;;0.342105263157;16;0;0
2021-08-28;2021-08-27;33;24.416505700000;2;6.579185100000;0;1;2;1.029275808936;9;;;;;0.373913043478;20;0;0
2021-08-29;2021-08-28;33;24.332407500000;2;6.718181900000;0;1;2;1.033255993812;9;;;;;0.360360360360;20;0;0
2021-08-30;2021-08-29;29;24.369784500000;2;6.625517400000;0;1;2;1.055600322320;9;;;;;0.348623853211;16;0;0
2021-08-31;2021-08-30;29;24.612734800000;2;6.625517400000;0;1;2;1.049295774647;9;;;;;0.349514563106;16;0;0
2021-09-01;2021-08-31;33;24.491259700000;2;6.532852800000;0;1;2;1.042296072507;9;;;;;0.361904761904;20;0;0
2021-09-02;2021-09-01;35;24.995848800000;2;7.135172600000;0;1;2;1.045658682634;9;;;;;0.378378378378;20;1;2
2021-09-03;2021-09-02;40;26.304042700000;4;7.783824600000;0;1;2;1.116017964071;12;;;;;0.387387387387;20;1;2
2021-09-04;2021-09-03;48;27.584204000000;4;8.803135000000;0;1;2;1.233587786259;15;;;;;0.417391304347;25;1;2
2021-09-05;2021-09-04;48;28.266333700000;4;9.081128700000;0;1;2;1.259507829977;15;;;;;0.422413793103;25;1;2
2021-09-06;2021-09-05;48;28.574693700000;4;9.312790200000;0;1;2;1.266666666666;15;;;;;0.408333333333;25;1;2
2021-09-07;2021-09-06;53;30.266001600000;4;10.100439100000;2;1;2;1.358625626342;18;;;;;0.410852713178;25;1;2
2021-09-08;2021-09-07;61;33.396322800000;4;10.980752600000;2;1;2;1.471495640509;21;;;;;0.450381679389;30;1;2
2021-09-09;2021-09-08;56;34.657795600000;4;11.258746300000;2;1;2;1.430693069306;21;;;;;0.426470588235;25;1;2
2021-09-10;2021-09-09;56;36.592053800000;4;11.861066100000;2;1;2;1.435760805210;21;;;;;0.434482758620;25;1;2
2021-09-11;2021-09-10;56;39.040245300000;4;13.019373300000;2;1;2;1.465675057208;21;;;;;0.437086092715;25;1;2
2021-09-12;2021-09-11;53;40.133521700000;4;13.251034800000;2;1;2;1.373024236037;18;;;;;0.436708860759;25;1;2
2021-09-13;2021-09-12;47;40.647455000000;4;13.436363900000;2;1;2;1.185961713764;12;;;;;0.418604651162;25;1;2
2021-09-14;2021-09-13;47;42.974171400000;4;14.826332600000;2;1;2;1.168252595155;12;;;;;0.436548223350;25;1;2
2021-09-15;2021-09-14;45;45.469084200000;4;16.401630500000;2;1;2;1.101855670103;12;;;;;0.441314553990;25;0;0
2021-09-16;2021-09-15;44;47.879898800000;4;16.586959600000;2;1;2;1.097580015612;9;;;;;0.446511627906;25;1;2
2021-09-17;2021-09-16;50;50.206615200000;7;17.328276300000;2;1;2;1.131235610130;12;;;;;0.441964285714;25;1;2
2021-09-18;2021-09-17;55;51.440055200000;7;18.115925200000;2;1;2;1.131053036126;12;;;;;0.452282157676;30;1;2
2021-09-19;2021-09-18;55;52.327758200000;7;18.162257500000;2;1;2;1.108478341355;12;;;;;0.452674897119;30;1;2
2021-09-20;2021-09-19;55;52.748249100000;7;18.532915800000;2;1;2;1.138847305389;12;;;;;0.453441295546;30;1;2
2021-09-21;2021-09-20;52;53.570542500000;7;19.042571000000;2;1;2;1.078236130867;9;;;;;0.466403162055;30;1;2
2021-09-22;2021-09-21;52;53.692017600000;7;19.413229300000;https://onemocneni-aktualne.mzcr.cz/pes;1;2;1.042740841248;9;;;;;0.451737451737;30;1;2
2021-09-23;2021-09-22;52;55.018900100000;7;20.154545900000;2;1;2;1.045191980971;9;;;;;0.465384615384;30;1;2
2021-09-24;2021-09-23;52;55.635620100000;7;20.247210500000;2;1;2;1.004008016032;9;;;;;0.465909090909;30;1;2
2021-09-25;2021-09-24;52;56.149553400000;7;20.432539700000;2;1;2;1.007558330594;9;;;;;0.472924187725;30;1;2
2021-09-26;2021-09-25;52;57.672665000000;7;21.266520900000;2;1;2;1.048153034300;9;;;;;0.477192982456;30;1;2
2021-09-27;2021-09-26;52;58.728564400000;7;21.822508400000;2;1;2;1.054651919323;9;;;;;0.496478873239;30;1;2
2021-09-28;2021-09-27;55;60.410528000000;7;22.471160400000;2;1;2;1.116059817945;12;;;;;0.501730103806;30;1;2
2021-09-29;2021-09-28;55;59.653644400000;7;21.451850000000;2;1;2;1.101131071190;12;;;;;0.496428571428;30;1;2
2021-09-30;2021-09-29;55;61.634623800000;7;22.471160400000;2;1;2;1.148075668623;12;;;;;0.491638795986;30;1;2
2021-10-01;2021-09-30;58;65.007895400000;7;24.324452000000;2;1;2;1.243234738829;15;;;;;0.504823151125;30;1;2
2021-10-02;2021-10-01;63;68.605428700000;7;25.992414400000;4;1;2;1.318938926588;18;;;;;0.475728155339;30;1;2
2021-10-03;2021-10-02;58;70.941489400000;7;27.614044600000;4;1;2;1.285755898630;15;;;;;0.463414634146;30;0;0
2021-10-04;2021-10-03;61;72.156240900000;7;28.170032000000;4;1;2;1.353474320241;18;;;;;0.469026548672;30;0;0
2021-10-05;2021-10-04;61;75.137054300000;7;29.606333000000;4;1;2;1.309090909090;18;;;;;0.455284552845;30;0;0
2021-10-06;2021-10-05;61;79.921306500000;7;32.664264100000;4;1;2;1.327005821311;18;;;;;0.482051282051;30;0;0
2021-10-07;2021-10-06;58;84.808345300000;7;36.000189000000;4;1;2;1.299345182413;15;;;;;0.487119437939;30;0;0
2021-10-08;2021-10-07;58;89.508499300000;7;39.382446100000;4;1;2;1.275033982782;15;;;;;0.482062780269;30;0;0
2021-10-09;2021-10-08;58;94.348817000000;7;42.208715800000;4;1;2;1.299330357142;15;;;;;0.475583864118;30;0;0
2021-10-10;2021-10-09;60;96.703566100000;7;42.486709500000;4;1;2;1.287977430555;15;;;;;0.473903966597;30;1;2
2021-10-11;2021-10-10;57;97.516515200000;7;42.764703300000;4;1;2;1.135990844936;12;;;;;0.470707070707;30;1;2
2021-10-12;2021-10-11;57;103.786501900000;7;45.220314600000;4;1;2;1.169726421886;12;;;;;0.476370510396;30;1;2
2021-10-13;2021-10-12;60;113.448448700000;7;49.297556100000;4;1;2;1.225657427149;15;;;;;0.484265734265;30;1;2
2021-10-14;2021-10-13;64;120.624827000000;10;53.004139300000;7;1;2;1.263185019756;15;;;;;0.469899665551;30;0;0
2021-10-15;2021-10-14;67;126.436945900000;10;55.042760000000;7;1;2;1.331592249368;18;;;;;0.473515248796;30;0;0
2021-10-16;2021-10-15;70;135.454139900000;10;59.768653600000;7;1;2;1.456514439220;21;;;;;0.461187214611;30;0;0
2021-10-17;2021-10-16;70;141.116750900000;10;61.899938900000;7;1;2;1.410524696107;21;;;;;0.459214501510;30;0;0
